Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
SUV,9,157501,96,3235,40,8.3,12.23,35,35,Good,Low,5,No,80000+,87023.82558519924
Hatchback,12,45648,90,3296,42,22.2,11.84,33,36,Good,Medium,5,No,80000+,97997.77476572037
Sedan,5,72731,85,3122,38,11.3,12.7,39,34,Critical,Medium,1,No,50000-80000,75921.44593716212
Truck,6,226113,101,1335,18,6.4,11.71,28,35,Good,Low,3,No,25000-50000,27115.219244074007
Hatchback,3,163884,96,620,39,22.1,12.06,25,36,Moderate,Low,2,No,80000+,89875.62170866554
Hatchback,3,62350,93,2778,34,18.6,11.75,29,34,Good,Low,2,No,80000+,90877.72177303482
SUV,2,186407,99,2963,38,14.5,12.74,28,32,Worn,High,11,No,10000-25000,20609.800782870247
Sedan,7,45138,85,2162,41,13.5,12.02,36,36,Good,Medium,6,No,80000+,85540.95887190901
Hatchback,1,237814,98,2436,36,14.6,12.44,25,35,Good,High,10,No,25000-50000,31630.733547708933
Sedan,1,93899,90,2595,36,14.2,12.13,37,35,Good,Medium,8,No,80000+,97434.8158216865
Truck,1,54859,106,2177,23,5.8,11.77,37,36,Good,Low,5,No,25000-50000,45004.278882569975
Truck,1,210505,103,617,21,7.1,12.3,34,28,Critical,Low,11,No,0-3000,143.56718631345555
Truck,5,121103,100,1513,23,7.7,11.81,32,33,Critical,Low,12,No,3000-10000,5290.3622692354875
Truck,9,162713,108,3256,36,6.3,11.95,40,32,Good,Medium,10,Yes,10000-25000,11461.388131949554
Truck,1,58704,95,2094,34,5.7,12.18,35,32,Critical,Low,10,No,10000-25000,12305.445408443713
SUV,8,109619,103,1337,25,9.4,11.93,41,28,Good,High,4,No,25000-50000,29056.68367048198
SUV,6,73075,93,1603,24,9.0,12.16,27,33,Good,Medium,7,No,80000+,102858.33013631887
Sedan,8,137839,93,1953,26,13.4,12.39,34,34,Good,High,10,No,25000-50000,25788.593979399055
Sedan,8,206303,99,2121,30,16.6,12.13,41,33,Moderate,Low,10,No,50000-80000,75892.21498302696
Hatchback,8,248622,89,2800,41,17.9,12.74,45,34,Critical,Low,7,Yes,25000-50000,29598.993206951676
SUV,3,152635,106,2536,39,10.6,12.76,25,34,Good,High,5,No,25000-50000,47339.927183232794
Sedan,5,130393,89,607,34,15.5,12.07,43,32,Good,Low,10,No,80000+,97154.91277079414
SUV,10,158576,96,2229,29,10.5,12.5,27,31,Good,Medium,12,No,25000-50000,25316.22276287646
Sedan,2,49328,83,942,31,16.4,12.78,29,36,Moderate,High,2,Yes,25000-50000,26167.29509400195
Hatchback,9,198718,94,713,33,15.6,11.91,25,35,Good,High,6,No,25000-50000,49669.54049578862
Truck,6,199955,99,2334,17,7.2,12.11,29,31,Good,Low,3,Yes,10000-25000,10200.612147406559
Hatchback,4,40953,87,847,45,17.0,12.27,36,30,Good,Low,10,No,80000+,91430.96417467411
SUV,9,157495,102,2762,27,11.1,12.18,45,30,Worn,Medium,10,No,50000-80000,61466.469679683556
Sedan,11,91284,93,2827,32,14.9,12.51,30,34,Critical,Low,1,Yes,25000-50000,43367.631902636065
Hatchback,5,152401,84,1481,33,14.1,12.64,34,33,Good,High,5,Yes,25000-50000,36523.24728811975
Truck,5,208648,109,682,19,8.6,11.86,32,30,Good,Low,12,No,3000-10000,7143.477166514037
Hatchback,4,130081,97,1228,37,16.4,11.73,42,28,Moderate,Medium,6,No,50000-80000,59047.5792785163
Truck,9,139758,111,3044,20,10.6,12.41,38,35,Moderate,Low,1,Yes,3000-10000,3401.100849790247
SUV,8,85776,96,1276,32,10.7,12.36,31,33,Critical,Low,11,No,10000-25000,17469.713032936128
Truck,1,162687,96,3017,36,5.4,11.82,33,36,Critical,Low,1,No,25000-50000,28694.87457076296
Sedan,4,147409,91,1420,38,17.4,12.11,38,36,Good,Low,7,No,80000+,86956.36122986337
Truck,4,89975,109,1889,28,6.9,11.82,34,35,Critical,Low,4,No,3000-10000,9295.854118424351
SUV,1,226330,90,2667,30,10.9,12.35,28,32,Worn,Low,5,No,80000+,87057.86392595254
SUV,9,116741,103,611,28,11.7,12.01,39,36,Worn,Low,7,No,50000-80000,54395.86076577088
SUV,7,13808,95,2995,39,9.4,11.9,33,35,Moderate,Low,1,Yes,80000+,99906.17302625345
SUV,7,213282,95,1875,37,10.1,11.95,28,28,Worn,Low,11,No,50000-80000,52309.002270890975
SUV,9,209660,95,1502,39,13.1,12.25,28,31,Good,Low,2,No,80000+,95684.43773767052
Sedan,7,239260,90,1198,39,13.7,11.81,27,32,Moderate,Low,8,No,80000+,94176.1050936176
Sedan,1,104276,90,1426,34,17.2,12.57,32,29,Good,Medium,12,No,25000-50000,26292.355005280508
SUV,3,148389,92,2683,32,10.1,11.89,25,30,Good,Low,8,Yes,80000+,96436.61868629158
SUV,11,120063,93,3302,35,10.6,12.18,36,35,Good,Medium,4,Yes,50000-80000,76708.03442944039
Hatchback,4,90400,86,2863,44,18.8,12.27,45,29,Good,Low,4,No,80000+,95592.00500205574
Hatchback,3,158289,93,1136,39,19.6,11.78,25,33,Moderate,High,10,No,25000-50000,38687.00490777254
Hatchback,3,239032,85,833,44,21.2,11.92,39,34,Moderate,Low,12,No,50000-80000,69991.02613482188
Sedan,11,181068,94,1617,40,15.5,12.4,25,29,Good,Medium,7,No,80000+,92651.74949742526
Truck,1,106214,104,2930,25,7.6,12.53,26,31,Good,High,7,No,10000-25000,22867.213082601385
Truck,3,241191,114,2358,25,3.0,12.41,25,33,Moderate,Low,9,No,10000-25000,21680.83559025374
Sedan,7,248709,93,2331,38,14.5,12.0,28,36,Worn,Low,10,No,80000+,100878.00866038918
Hatchback,10,73677,96,2649,34,18.4,11.81,38,30,Worn,High,2,No,25000-50000,44337.33542798169
SUV,3,71059,102,2377,35,8.8,12.65,33,30,Good,Low,1,No,80000+,86427.3085874783
Truck,7,79596,116,3219,25,5.6,12.76,28,30,Worn,Low,9,No,10000-25000,13070.430620189467
SUV,9,87339,104,2576,31,9.3,11.9,44,34,Critical,Medium,12,No,10000-25000,13913.847647039798
SUV,4,91326,96,2684,34,10.0,12.28,29,33,Moderate,Low,8,No,50000-80000,55888.9231607205
Sedan,10,190997,91,3210,37,14.6,11.76,29,31,Moderate,Medium,6,No,50000-80000,76027.34631965912
Hatchback,11,145026,97,2464,44,15.7,12.41,35,28,Moderate,Low,9,No,50000-80000,61305.03430176794
Truck,6,231107,108,1007,20,6.3,12.79,39,28,Critical,Low,6,Yes,0-3000,456.07222738687346
Sedan,1,62954,84,2115,38,15.6,12.45,25,30,Good,High,9,Yes,25000-50000,25340.630837674114
Truck,9,237473,106,2633,20,8.5,12.39,26,34,Moderate,Medium,10,No,3000-10000,7216.197657664406
Sedan,1,227021,99,1509,38,17.0,12.23,32,28,Worn,Low,11,No,25000-50000,33002.46999898844
Truck,9,213546,117,2963,26,6.3,12.33,42,35,Moderate,Low,12,No,3000-10000,9207.051780164804
Truck,2,30525,111,1049,33,11.3,12.09,32,30,Good,Low,9,Yes,10000-25000,16789.263518465552
Truck,7,165538,98,1802,32,8.9,11.89,42,34,Moderate,Low,3,No,25000-50000,29355.426066169883
Hatchback,2,70670,88,2506,28,14.3,12.78,31,30,Worn,Medium,5,No,50000-80000,78665.39831703328
Sedan,1,167955,85,3459,28,15.4,12.0,37,35,Good,Low,6,No,80000+,88884.75803538095
Sedan,7,42177,92,1385,29,13.3,11.91,28,28,Moderate,Low,8,No,50000-80000,61281.40040163866
Hatchback,2,106874,92,960,34,15.9,12.5,40,36,Good,Low,9,Yes,50000-80000,60716.94527396164
Hatchback,12,134725,86,1922,40,18.4,12.26,29,36,Good,Low,11,No,50000-80000,75643.24580699012
Truck,10,203368,100,1679,34,5.8,12.12,25,31,Good,Low,4,No,50000-80000,63520.27621015753
Truck,11,249983,112,2356,27,3.5,12.28,27,33,Worn,Low,1,No,25000-50000,45996.64063487516
Sedan,10,161358,86,3464,42,15.1,11.7,41,33,Moderate,Low,6,No,80000+,84358.92375758749
SUV,3,81874,96,1712,29,12.7,12.19,26,35,Moderate,Medium,7,No,50000-80000,60400.03431546709
Truck,5,5658,107,782,28,6.2,12.17,25,31,Good,Low,2,Yes,25000-50000,32538.611649116418
Hatchback,7,217905,101,2029,34,21.2,12.35,30,35,Critical,High,8,Yes,3000-10000,4952.8501113510865
Hatchback,6,136656,91,806,44,21.3,12.07,45,33,Good,High,10,No,50000-80000,57049.300540254226
Truck,2,76637,103,1783,22,8.1,12.71,42,31,Good,Medium,1,Yes,25000-50000,48056.68935244973
SUV,1,167844,99,1009,30,9.2,12.58,32,28,Worn,Low,12,No,25000-50000,32082.431796792524
Sedan,12,109235,97,1722,29,14.1,12.48,42,35,Good,Low,5,No,50000-80000,56901.42788603351
Truck,1,50194,95,3395,17,8.6,12.56,38,29,Moderate,Low,3,No,10000-25000,18382.136499289983
Truck,5,50578,102,2040,28,5.9,11.92,33,34,Critical,High,10,No,3000-10000,4051.638055726757
SUV,11,116552,98,1420,37,12.4,11.88,31,35,Good,High,1,Yes,50000-80000,71982.95374220113
Sedan,3,202051,91,1355,33,18.0,12.07,33,34,Moderate,Low,11,No,25000-50000,32709.955762493562
Truck,6,8272,111,680,18,10.7,11.81,40,33,Good,High,8,No,0-3000,1999.9876261389597
Hatchback,3,6394,90,1748,43,22.5,12.25,43,32,Good,Medium,4,No,80000+,93175.94237894559
Sedan,5,25116,99,1711,39,11.7,12.45,27,31,Moderate,Low,3,Yes,50000-80000,53079.30084819703
SUV,5,136506,106,3305,28,10.0,12.74,39,29,Good,Low,1,No,50000-80000,53970.638624017716
Truck,12,196673,107,1281,20,10.1,12.56,45,35,Worn,Low,8,No,3000-10000,9042.881975437766
SUV,7,208357,101,3162,29,10.3,12.66,28,33,Moderate,Medium,7,No,50000-80000,69410.08295314704
Sedan,6,190089,86,2323,28,13.6,12.45,32,32,Good,Low,4,Yes,50000-80000,69313.3547178206
SUV,2,163093,104,958,42,13.7,12.41,34,31,Worn,Medium,1,No,80000+,92488.33785254533
Sedan,12,44024,86,2127,38,17.1,12.63,30,34,Moderate,Medium,7,Yes,50000-80000,67082.58647071524
Sedan,11,53017,87,1573,30,16.3,12.12,33,36,Moderate,Low,10,No,50000-80000,56304.45315301404
SUV,2,143236,102,1866,27,13.6,12.8,36,35,Good,High,4,No,25000-50000,31575.823577200114
Hatchback,1,97067,88,1130,33,16.7,12.44,32,31,Moderate,Medium,11,No,25000-50000,28926.49286484564
Truck,7,224252,116,1388,30,4.7,12.73,25,33,Worn,Low,3,No,10000-25000,16431.836519746346
Sedan,9,208258,95,635,39,12.0,12.51,45,36,Good,Low,1,Yes,80000+,91922.80239876533
Hatchback,7,40335,99,3160,40,19.6,12.56,45,33,Worn,Medium,11,Yes,10000-25000,16111.645652608935
Truck,11,96837,114,1147,33,5.4,12.54,35,28,Good,High,1,No,10000-25000,16646.756840907776
Truck,2,198849,98,622,21,5.3,12.33,39,35,Good,Low,8,No,25000-50000,48781.183639759125
Truck,12,137033,116,3029,23,8.2,11.76,36,28,Worn,High,2,No,3000-10000,4299.5994499444205
Hatchback,8,93230,85,1666,33,20.3,11.77,38,34,Critical,Low,5,No,25000-50000,32378.25825467654
Truck,6,181449,104,3346,23,8.2,11.78,42,34,Good,Low,7,No,50000-80000,79310.97038813446
Truck,1,25462,98,1918,34,7.5,12.61,31,28,Worn,Low,6,No,25000-50000,26805.168007991764
Truck,1,116050,105,1913,32,5.9,12.57,33,35,Worn,Low,8,No,25000-50000,32594.81273755382
Sedan,10,44942,84,2799,36,11.8,12.56,33,33,Good,Medium,9,No,80000+,90151.29021418822
Truck,5,105231,100,1473,32,5.4,12.4,32,32,Worn,Low,2,No,50000-80000,58317.3254643833
Truck,9,215573,97,1023,20,5.6,12.63,36,33,Moderate,Medium,5,No,10000-25000,20480.883669422547
Hatchback,8,117596,94,1249,38,13.8,11.86,33,34,Good,High,12,No,25000-50000,28379.402667892376
Hatchback,8,27068,88,1369,32,15.4,12.3,26,33,Worn,High,5,No,25000-50000,43965.0084232372
SUV,9,122557,94,1597,32,9.7,11.81,36,34,Moderate,Medium,10,No,50000-80000,78553.38971100375
Hatchback,3,167129,91,2269,40,21.8,12.68,44,36,Good,Low,6,Yes,80000+,101866.79486459811
SUV,11,50147,95,2721,28,13.3,11.84,44,29,Moderate,High,8,No,25000-50000,42930.02684408965
Sedan,2,90368,96,1725,30,13.8,11.71,30,36,Good,High,8,No,25000-50000,27767.7884867007
SUV,4,166922,103,3228,27,13.4,12.32,39,30,Moderate,Low,8,No,50000-80000,59029.477023718144
Truck,11,74719,102,808,24,5.5,11.8,31,30,Good,High,4,No,10000-25000,19538.70425216257
SUV,11,44296,95,2085,34,12.4,12.61,41,31,Critical,Low,6,No,25000-50000,32262.304177497248
Hatchback,5,73153,89,2928,40,18.4,12.42,32,32,Good,Low,7,Yes,80000+,88070.92462085169
SUV,7,124434,89,676,37,11.5,12.71,34,30,Good,Low,12,No,80000+,96618.0058712227
SUV,3,239635,105,2396,27,9.1,12.52,37,36,Worn,Low,11,No,25000-50000,35357.61869151535
Hatchback,10,178664,89,652,43,13.4,12.65,29,34,Good,High,1,No,50000-80000,76055.571769612
Sedan,8,226865,93,2810,38,12.5,11.87,43,29,Moderate,Low,5,No,80000+,97078.3586676588
Hatchback,9,115418,91,2594,45,18.3,12.49,30,28,Critical,Medium,1,No,50000-80000,66983.58861984147
Sedan,1,12672,93,1158,38,14.3,11.76,27,30,Good,Low,1,No,80000+,93139.94599912873
Hatchback,11,216869,91,1249,36,17.4,11.88,27,29,Good,Low,11,No,50000-80000,55246.809208692466
SUV,10,108235,90,637,26,12.8,11.9,32,34,Critical,Low,10,Yes,25000-50000,39230.55233398678
Hatchback,12,5682,92,666,33,17.9,12.31,27,32,Good,Medium,10,No,50000-80000,68668.31897731664
SUV,2,9873,105,2070,36,10.7,12.66,30,28,Moderate,Low,5,No,80000+,99046.07852860863
Truck,7,172649,111,3243,18,3.3,12.14,28,31,Moderate,High,2,No,0-3000,1740.4799746949523
Truck,1,46455,105,2919,27,5.7,12.16,39,35,Moderate,Low,5,Yes,25000-50000,36344.7590095143
Truck,3,174143,101,3327,30,6.9,12.42,34,29,Worn,Low,11,No,10000-25000,13972.792380172565
Hatchback,9,75784,98,2506,42,18.3,12.75,31,34,Moderate,High,5,No,25000-50000,47106.54793746594
Hatchback,2,6193,84,810,42,16.6,12.14,41,32,Good,Medium,4,No,80000+,100279.79341235492
Truck,4,177994,103,622,20,9.2,12.1,31,31,Good,Medium,4,Yes,10000-25000,18714.70386846131
SUV,2,7741,91,1579,28,13.2,12.4,41,35,Good,Low,3,No,80000+,97285.63055397535
Sedan,12,48485,97,1885,43,12.6,11.87,42,33,Moderate,High,1,No,25000-50000,37973.66689321792
Truck,6,221954,95,3217,17,6.4,11.73,28,36,Moderate,Low,4,No,10000-25000,11096.206702982869
Hatchback,10,55454,96,2290,40,15.3,12.3,35,31,Moderate,Low,7,No,50000-80000,58416.17839919447
Truck,11,242776,103,1996,31,5.5,11.94,42,35,Moderate,High,4,No,10000-25000,24456.693993537967
Sedan,8,45629,86,1883,34,18.5,12.41,44,31,Critical,Medium,4,No,25000-50000,28926.53856751025
Hatchback,11,156233,87,2023,38,19.9,12.45,32,33,Good,Medium,6,No,80000+,84037.02734982513
SUV,10,244715,102,2296,36,13.4,12.74,40,35,Critical,Low,10,No,50000-80000,53413.761549118004
Sedan,4,173608,93,821,39,15.8,12.11,28,29,Critical,High,11,No,3000-10000,4951.597537719981
Hatchback,10,101847,90,2560,40,14.1,11.88,36,33,Good,Low,4,No,80000+,95165.82096729122
Truck,11,210486,115,3380,19,8.6,12.01,40,36,Moderate,Medium,9,Yes,0-3000,2763.887887127591
Hatchback,1,73756,92,2486,37,16.4,12.3,30,31,Critical,Low,6,No,50000-80000,63494.24811795559
SUV,6,181519,90,1138,35,10.0,12.1,27,32,Worn,High,12,No,10000-25000,10561.766004892035
SUV,12,190111,93,1428,27,7.5,12.5,45,35,Good,Low,9,No,80000+,88254.70359335357
Truck,11,221512,102,1249,35,4.1,12.11,34,35,Good,Low,5,Yes,25000-50000,38337.64432356161
Truck,2,226501,104,3286,23,6.2,12.41,35,35,Critical,Low,10,No,10000-25000,23406.14430755031
SUV,11,211708,97,2767,38,13.3,12.63,33,36,Good,High,1,No,50000-80000,65914.14669469134
Hatchback,3,55976,100,1163,32,21.5,12.52,34,31,Moderate,Low,12,No,25000-50000,37606.245316554094
Hatchback,3,171627,84,1667,39,13.0,11.81,32,34,Good,High,2,No,50000-80000,78748.6972624215
SUV,7,209526,104,2886,37,14.2,12.74,38,33,Good,High,2,No,50000-80000,55299.87937942669
Hatchback,1,84679,94,2725,35,20.4,12.62,41,32,Good,Low,1,No,80000+,92245.83244485476
SUV,3,233534,100,2448,31,14.2,11.81,28,36,Worn,Medium,2,No,50000-80000,59216.01326201863
SUV,2,179482,94,2734,36,12.1,12.46,33,31,Worn,Low,5,Yes,80000+,94663.13239254465
Sedan,5,20823,86,2680,44,15.3,11.76,34,31,Worn,Low,10,No,80000+,97862.07874907117
Hatchback,10,175458,89,1869,39,16.8,12.56,27,36,Good,Low,9,No,80000+,102364.43292236708
Hatchback,1,135323,89,875,36,18.8,11.93,31,30,Good,Low,2,No,80000+,96309.3743454156
Truck,8,77422,94,701,27,10.8,12.53,35,28,Worn,High,12,No,3000-10000,4114.948634153633
Truck,12,60877,117,2220,28,6.6,11.77,39,34,Good,Low,8,No,25000-50000,48885.531025129734
Hatchback,5,146865,89,3418,42,17.1,12.22,25,33,Worn,High,5,No,25000-50000,44478.1980567188
SUV,7,8885,100,2813,22,13.0,12.26,45,35,Moderate,Medium,2,Yes,50000-80000,56857.86938526576
SUV,9,176388,92,2678,30,8.7,12.19,33,33,Moderate,High,5,No,25000-50000,30639.105235754785
Sedan,11,89020,99,2564,37,17.2,12.22,38,28,Good,Low,5,No,80000+,92147.16839891515
SUV,1,199966,90,977,25,7.6,11.92,42,32,Good,Low,2,No,80000+,92343.55524773392
Hatchback,2,51343,96,1549,35,16.5,11.93,34,29,Good,Low,10,No,50000-80000,59702.15833189337
Hatchback,9,70510,91,3177,31,16.6,11.79,28,29,Good,Low,1,No,80000+,101828.45074764502
Sedan,7,36309,99,2378,39,15.4,12.48,44,34,Critical,Low,7,No,25000-50000,47567.48243679154
SUV,7,26951,107,2097,27,10.0,12.59,25,31,Good,Low,9,No,50000-80000,63529.21526230196
Truck,1,82212,98,1955,22,4.4,12.78,28,35,Good,Low,6,No,50000-80000,69376.80858156645
SUV,3,249354,103,1654,31,12.3,12.78,25,36,Worn,Low,4,Yes,50000-80000,78837.03216836556
Hatchback,3,23977,86,2760,27,21.5,11.89,34,31,Critical,Low,1,No,50000-80000,51579.483832883256
SUV,8,77235,105,1029,31,9.2,12.21,38,28,Moderate,Medium,7,No,50000-80000,64678.7290682866
Hatchback,3,62559,90,2807,36,19.4,12.57,25,31,Good,Medium,11,No,50000-80000,59396.86163881114
Truck,9,220409,108,1824,37,4.2,11.73,28,33,Worn,Medium,6,No,10000-25000,10551.774504001754
Sedan,12,76655,92,3480,37,16.3,12.4,28,30,Good,Medium,4,No,80000+,102722.0638656203
Sedan,2,118877,88,1369,28,17.7,11.95,31,30,Worn,Medium,4,No,50000-80000,66325.4003765806
Truck,6,79540,101,1059,25,7.4,12.67,30,29,Moderate,Low,8,Yes,25000-50000,29167.976643745384
SUV,7,241204,103,1640,30,7.8,12.19,40,32,Good,High,9,No,25000-50000,49819.517540524714
SUV,6,29899,95,2640,32,7.5,12.43,37,35,Good,Low,10,No,80000+,103433.2350647676
Truck,11,105310,108,3205,16,8.1,12.48,27,33,Good,Medium,10,No,3000-10000,5954.43403496619
SUV,7,43663,100,3350,26,9.0,12.71,25,36,Worn,Low,9,Yes,50000-80000,54529.22484860779
SUV,1,133299,100,3032,39,13.9,11.87,35,35,Good,Low,6,Yes,80000+,95074.61153856754
Hatchback,11,9682,92,2695,36,20.7,12.16,42,28,Good,High,11,No,25000-50000,28307.019072018033
Truck,10,133981,113,3059,31,6.2,11.84,42,34,Good,Medium,8,No,10000-25000,14784.520107925597
Truck,4,15026,107,3154,23,8.2,12.74,34,30,Critical,Low,7,No,3000-10000,5954.653462883962
Sedan,10,189930,98,2877,39,14.3,12.67,31,30,Good,Low,7,No,80000+,103898.27547629927
Hatchback,5,172586,93,3181,40,16.9,12.71,34,31,Worn,Low,3,No,80000+,92568.36341250504
Truck,11,228017,96,1472,27,3.8,12.17,31,36,Worn,Medium,3,Yes,10000-25000,12907.071110588713
Truck,6,53964,102,1556,21,9.2,11.97,45,35,Worn,Low,7,No,10000-25000,16009.680639894264
Hatchback,10,40270,97,1737,30,21.6,12.77,29,34,Moderate,High,6,Yes,10000-25000,15648.996621365684
Truck,7,193739,116,1504,17,8.6,11.7,37,33,Critical,High,1,No,0-3000,2349.89797529086
Hatchback,12,30518,88,2286,33,19.8,12.71,35,29,Worn,Medium,8,No,50000-80000,65226.264293730404
Sedan,11,230305,93,2168,39,14.9,11.97,42,34,Good,High,11,No,25000-50000,26372.791346752616
Truck,10,239810,105,1671,23,7.3,12.47,41,36,Good,Low,7,No,50000-80000,74836.42153737639
SUV,5,36119,94,1604,37,13.8,12.52,40,28,Good,Low,8,No,80000+,99521.20653470221
Hatchback,6,157185,89,1332,33,17.2,12.32,36,33,Good,Low,8,Yes,50000-80000,61697.604566941154
Hatchback,3,135922,92,1864,45,16.9,11.78,41,34,Worn,Low,11,No,50000-80000,76782.33865484755
Sedan,3,177153,99,2507,40,11.2,11.77,31,36,Worn,Low,4,No,50000-80000,66149.30046335982
Sedan,8,172506,84,2491,39,13.3,11.95,28,32,Good,High,8,Yes,25000-50000,37648.23970306836
Sedan,7,229735,88,962,35,15.3,12.23,29,32,Good,Medium,1,Yes,50000-80000,76222.08155464612
Sedan,12,71336,94,640,44,14.9,12.74,30,36,Good,High,4,No,50000-80000,54001.06665836313
Hatchback,9,217427,89,1682,41,16.9,12.79,28,36,Worn,Low,6,No,80000+,91570.16366665112
SUV,2,182026,99,717,29,12.8,12.53,27,33,Moderate,Low,6,No,50000-80000,74427.38589378128
SUV,10,151577,107,1656,30,11.8,12.76,29,35,Good,Low,5,No,50000-80000,78679.54224273653
SUV,6,184117,103,1056,37,12.3,11.73,44,36,Good,Medium,8,No,80000+,99287.48308938227
Sedan,7,98955,97,2026,37,15.9,12.7,43,30,Good,Medium,12,Yes,25000-50000,41010.548233089205
Hatchback,9,118086,97,1340,43,20.3,11.77,45,34,Critical,High,5,Yes,3000-10000,8209.092090317856
Hatchback,11,7664,95,1672,35,20.0,12.59,27,31,Good,Low,11,No,25000-50000,38099.455220808246
SUV,4,234482,97,3341,23,11.2,12.5,29,32,Moderate,Low,3,No,50000-80000,78537.75676284659
SUV,5,182778,102,1377,29,9.3,12.41,25,34,Moderate,Low,2,Yes,50000-80000,64062.622186109744
Sedan,4,169600,95,656,39,17.7,12.47,35,34,Good,Medium,8,No,50000-80000,77606.85240695057
Truck,5,190199,113,3150,33,8.2,11.81,29,35,Critical,High,8,Yes,0-3000,2629.8562365666967
Truck,4,200318,103,1234,35,8.7,11.72,30,34,Moderate,Low,9,No,25000-50000,26733.238171132525
Hatchback,7,26895,91,1506,41,20.2,11.76,33,29,Moderate,Medium,5,Yes,50000-80000,59287.832079245694
Truck,11,238244,115,2930,16,6.4,12.02,32,30,Moderate,Medium,11,No,0-3000,2552.457030591532
Truck,2,144599,102,747,16,9.8,12.62,29,34,Moderate,Low,8,No,10000-25000,11974.972688675818
Truck,7,139988,110,2438,36,5.9,12.78,29,29,Good,Low,3,No,25000-50000,48778.443533483754
Truck,5,19445,102,1766,28,6.3,12.43,43,32,Good,High,3,No,10000-25000,11731.894829924999
SUV,7,74266,100,1580,36,8.4,12.57,29,33,Worn,Medium,9,No,50000-80000,70535.56284377487
Hatchback,11,219676,96,2922,31,21.2,11.78,26,30,Moderate,Medium,7,Yes,25000-50000,48735.86375363612
Hatchback,12,177097,89,2163,44,19.4,12.39,42,32,Good,Low,1,No,80000+,101949.34407815959
Sedan,7,25513,96,1805,39,17.9,12.23,25,29,Good,High,8,Yes,25000-50000,41325.754591711746
Hatchback,5,208122,92,2277,30,17.9,12.79,38,34,Moderate,Low,4,No,50000-80000,53504.80649762244
SUV,9,25570,97,1874,30,14.8,12.47,25,32,Critical,Low,4,No,25000-50000,43333.380998923996
SUV,12,118013,97,1390,28,13.7,11.88,32,30,Good,Medium,5,Yes,50000-80000,66412.90078274059
SUV,3,21861,91,1697,31,12.1,12.58,45,36,Good,Low,7,No,80000+,85848.04539262415
Sedan,5,227013,97,3229,32,16.6,11.84,30,33,Good,Low,11,Yes,25000-50000,34357.02317794696
SUV,11,24494,96,3226,29,8.4,11.81,35,33,Good,Medium,7,No,50000-80000,78414.10263201497
Sedan,1,72427,95,727,39,13.8,12.37,34,30,Good,Low,5,No,80000+,95521.45013125759
Sedan,4,62821,86,2919,38,15.6,12.65,43,32,Good,High,6,No,50000-80000,62256.629112846495
Truck,12,119969,112,2369,29,4.4,12.27,42,30,Good,Low,10,No,25000-50000,41987.03070049384
Sedan,7,33660,89,2618,37,16.0,11.76,41,35,Moderate,Medium,11,No,25000-50000,27602.05340748871
SUV,2,128002,91,2296,27,11.4,12.56,25,36,Good,High,1,No,50000-80000,68530.56735767804
Hatchback,11,158088,98,3197,32,21.4,12.03,28,30,Good,Low,2,Yes,50000-80000,57071.41055035832
Hatchback,11,13695,86,2857,42,14.9,12.35,45,31,Good,Low,10,Yes,80000+,89594.65647833268
Truck,11,22592,110,2312,17,7.9,12.65,38,32,Worn,Medium,5,Yes,0-3000,490.5602645642808
Sedan,8,5857,90,3232,43,17.2,12.71,27,29,Moderate,Low,12,Yes,25000-50000,35238.073133198865
Truck,7,158113,105,1716,32,5.7,12.06,27,35,Good,Medium,10,No,25000-50000,40154.00440544721
Sedan,10,14895,89,2081,28,16.2,11.8,45,35,Good,Low,3,No,80000+,96689.05417090727
Sedan,9,219865,95,1914,29,15.1,11.83,45,33,Worn,Medium,6,Yes,25000-50000,40163.75350846164
Hatchback,5,142765,89,1666,39,17.0,12.34,25,36,Good,Low,10,No,80000+,94985.53780402325
Sedan,12,199886,95,2451,34,15.9,12.68,33,31,Good,High,4,Yes,10000-25000,19681.22410539665
Hatchback,3,66273,92,1467,34,16.5,11.91,35,34,Good,Low,6,Yes,50000-80000,60600.07796367523
Hatchback,12,9787,99,898,42,20.4,11.97,41,30,Critical,Medium,8,No,25000-50000,43368.99327584131
Hatchback,4,242037,86,2534,35,15.7,12.57,31,36,Good,Low,4,No,80000+,85666.70168685359
Truck,4,85517,98,960,23,9.0,12.73,29,34,Good,Low,4,No,50000-80000,60999.33100661515
Sedan,7,16951,91,3415,32,12.6,12.49,35,31,Good,Medium,9,No,50000-80000,75607.56549598518
Hatchback,4,153253,92,1391,33,18.1,12.43,34,36,Moderate,High,12,Yes,3000-10000,6594.541239895763
Truck,10,55443,101,1152,22,6.4,12.52,28,34,Critical,Low,5,No,10000-25000,17773.5218666392
Sedan,2,154957,92,2835,28,16.6,12.74,27,34,Critical,Low,3,No,25000-50000,35853.47804959119
SUV,3,221885,100,3492,25,12.7,12.66,38,34,Worn,Low,3,No,50000-80000,69975.41152957536
Truck,9,48568,104,736,17,3.4,12.69,44,31,Worn,High,4,No,3000-10000,4960.47171119061
Sedan,5,63582,88,1749,32,13.5,12.31,28,30,Moderate,Low,11,No,25000-50000,42198.079612614805
