Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Truck,11,187800,92,2008,27,8.3,12.64,30,31,Good,Low,11,No,30765-48275
Sedan,2,173211,84,2246,34,13.4,12.13,31,33,Worn,Medium,4,No,61304-98036
Sedan,6,185130,89,2357,32,14.9,12.43,30,29,Good,Low,11,No,16997-180000
Sedan,9,102036,90,2192,33,12.3,12.53,38,29,Good,High,5,No,25788-81158
Truck,1,136431,109,910,30,5.5,11.89,27,30,Good,Medium,4,No,12240-36044
Sedan,9,188326,99,2565,33,17.9,12.63,29,36,Critical,Medium,1,No,12727-38045
SUV,6,127546,96,1270,28,13.9,11.76,40,32,Moderate,Medium,5,No,38293-78009
Sedan,11,167932,83,1289,39,15.3,12.46,30,36,Critical,Low,1,No,40058-130136
SUV,1,24471,103,1019,30,12.3,12.57,26,36,Good,Low,6,Yes,64683-101061
SUV,5,167911,87,2319,35,12.1,12.51,41,30,Moderate,Medium,3,No,51922-106000
Truck,3,84612,96,2570,16,4.2,12.58,37,31,Moderate,Medium,8,No,10637-18607
SUV,8,76617,94,2652,27,11.2,12.68,45,30,Worn,Medium,5,Yes,42983-103167
Sedan,8,146910,83,1022,41,18.5,11.78,29,34,Good,Low,3,No,60674-121470
SUV,12,46253,99,2345,26,14.7,12.24,28,34,Moderate,Medium,6,Yes,6368-56225
SUV,8,164178,103,638,29,12.6,12.67,36,31,Good,Medium,9,No,63048-98482
Truck,4,223028,99,1017,28,7.3,12.4,27,30,Good,Low,12,No,35098-57434
Hatchback,12,161927,89,3003,29,21.9,11.75,36,29,Good,Medium,7,No,29207-95511
Sedan,4,219138,84,1185,41,15.8,12.26,34,34,Moderate,Low,4,Yes,43219-87139
SUV,3,86207,94,1846,38,14.8,12.64,42,29,Worn,Medium,7,No,86464-143380
Hatchback,10,72812,99,2950,40,20.2,12.47,37,32,Moderate,Medium,11,Yes,14280-29510
Sedan,2,148676,98,850,29,18.2,12.28,35,29,Worn,Low,7,No,33968-129686
Hatchback,1,89432,91,2121,33,15.7,12.05,41,30,Moderate,High,2,No,18109-32967
Hatchback,3,221697,92,1956,39,16.5,11.99,35,28,Moderate,Medium,10,No,29279-170098
Hatchback,3,186315,97,949,35,18.8,12.36,36,29,Critical,Low,5,No,22932-83614
SUV,3,55802,88,2368,34,7.9,12.11,36,29,Worn,Medium,6,No,44117-120773
Hatchback,10,203068,95,1233,33,20.6,12.28,40,35,Good,Low,11,No,36752-86425
Sedan,3,94252,97,1193,39,16.9,11.9,35,31,Good,Low,5,No,52332-174260
Truck,12,42861,99,820,30,5.0,11.91,40,32,Good,Medium,8,No,22696-90442
Sedan,2,64593,99,2753,29,15.7,12.63,45,35,Good,Medium,10,No,52875-97843
Truck,11,13867,110,2961,22,9.5,11.99,27,32,Good,Medium,1,No,30100-61760
Hatchback,11,103975,99,3102,46,19.6,12.54,41,35,Good,Low,7,No,35278-129434
Sedan,8,55668,90,3011,37,14.4,12.5,27,32,Good,High,10,Yes,19305-94061
SUV,1,52309,92,2192,34,13.6,12.66,28,32,Good,Low,3,No,5548-180000
Sedan,6,223018,97,1004,36,15.4,12.02,34,28,Good,Low,12,No,20258-135393
Truck,1,13298,96,1781,22,8.9,12.51,34,31,Good,High,5,No,7029-17087
SUV,2,222076,98,771,29,10.1,12.64,44,34,Worn,Medium,7,No,37848-139918
Hatchback,8,135599,84,3338,46,17.4,12.54,37,30,Good,Low,6,No,80229-134611
Hatchback,1,14700,89,1457,42,18.0,11.92,33,36,Worn,Low,3,Yes,64727-105787
Sedan,6,160864,90,2151,32,18.3,12.28,30,28,Good,High,10,Yes,12313-111780
Hatchback,10,79331,96,3364,44,13.1,12.06,29,36,Worn,Medium,3,No,57269-101205
SUV,9,57772,106,2495,40,10.3,12.0,26,28,Moderate,High,8,Yes,16098-27230
Sedan,2,31529,90,3357,40,11.4,12.35,37,35,Good,Low,7,No,41400-140466
Truck,1,165989,107,1673,32,7.9,11.75,31,35,Moderate,Low,4,No,10596-17630
Sedan,12,85824,95,3414,37,13.8,12.34,41,28,Good,Medium,10,No,34149-106759
SUV,6,123600,93,3344,36,10.3,12.44,42,30,Good,Low,6,No,49582-121612
Truck,7,136936,104,2861,21,6.3,12.25,34,32,Good,High,10,No,7765-14269
SUV,10,100179,92,2371,33,11.8,12.14,39,28,Worn,Medium,8,No,31813-106753
Truck,10,103743,107,1756,17,9.3,11.82,41,35,Good,Low,8,Yes,5603-11129
Sedan,3,39026,95,2344,38,15.7,11.97,29,28,Critical,Low,7,No,28976-77962
SUV,6,30048,97,1746,33,13.1,12.54,27,31,Good,Medium,8,No,35691-116709
Truck,3,149833,98,1555,33,3.8,11.86,40,29,Moderate,Medium,11,No,11957-18411
Sedan,5,178006,101,1073,35,18.1,12.04,33,32,Worn,Low,9,No,4291-164203
Hatchback,9,78471,93,3487,39,16.4,12.47,43,36,Good,Medium,4,Yes,27969-104880
Sedan,5,63230,96,2720,28,14.9,11.82,32,31,Critical,Medium,4,Yes,9958-35034
Truck,7,55364,107,1722,29,3.6,12.76,44,34,Good,Medium,3,Yes,14447-42919
Sedan,11,249205,89,734,39,12.1,11.93,29,29,Moderate,Medium,2,No,55462-180000
Sedan,4,13907,91,911,35,15.5,12.36,33,30,Good,High,1,No,29709-76563
SUV,11,174414,89,1449,31,9.9,12.51,26,33,Moderate,Low,12,No,44897-118637
Sedan,1,228460,85,2494,25,11.4,12.8,42,33,Critical,Medium,2,No,13123-63895
Hatchback,10,18934,86,998,27,19.9,11.98,34,35,Good,Low,8,No,66035-99607
Hatchback,7,53122,93,3119,35,19.7,12.35,25,35,Moderate,Low,2,No,49126-162610
Truck,9,8786,105,2743,27,7.1,11.97,38,30,Worn,Low,5,Yes,37414-72990
Hatchback,6,126099,97,1576,35,15.9,12.04,32,29,Good,High,7,No,31690-92293
SUV,11,50038,96,2729,25,6.7,11.81,27,33,Moderate,High,3,No,8473-54297
Sedan,11,112368,88,610,39,16.4,12.46,39,36,Good,Low,6,Yes,59255-180000
Hatchback,8,33723,96,3218,38,17.4,12.54,37,34,Good,High,3,Yes,37657-59409
SUV,2,97020,93,1004,28,12.4,12.48,36,35,Critical,Medium,3,No,26310-55140
Hatchback,3,66795,99,652,33,20.7,12.55,41,30,Critical,High,6,Yes,2335-3753
Truck,9,122527,108,1604,32,6.1,12.76,45,32,Moderate,Medium,2,No,9128-31984
Hatchback,5,180730,98,901,39,18.3,12.48,44,29,Worn,Low,7,No,19229-104041
Hatchback,9,121776,90,2186,32,21.0,11.98,26,30,Worn,High,2,Yes,28629-86219
Hatchback,8,244411,90,2894,47,13.8,12.02,45,36,Good,High,4,No,56115-102107
SUV,10,42214,93,1854,30,10.4,12.09,33,31,Good,Low,7,No,39692-129868
Hatchback,1,87952,82,2031,42,22.5,11.77,38,28,Worn,Low,2,No,55277-180000
Hatchback,3,210623,91,2791,40,16.1,12.4,43,29,Good,Medium,10,No,45488-180000
Truck,10,162392,104,2143,31,7.8,12.25,27,36,Good,Low,3,No,16434-173428
Sedan,9,44004,95,1288,39,13.5,12.54,40,31,Good,Low,7,Yes,24948-78094
Sedan,11,170422,83,3186,37,16.8,12.47,29,33,Critical,Low,10,No,30782-99962
Hatchback,5,114869,97,1261,42,21.7,11.76,41,33,Good,Medium,4,Yes,49122-119512
Sedan,3,124550,89,950,34,14.0,12.02,28,33,Good,Medium,10,No,44121-81485
SUV,5,61041,104,1360,36,10.7,12.04,38,35,Good,Low,6,Yes,98741-152407
Hatchback,2,180846,92,771,38,18.7,12.14,35,31,Worn,Medium,5,Yes,33907-69623
Hatchback,3,15178,87,2874,35,18.7,12.29,31,30,Moderate,Low,7,No,34007-72821
SUV,5,14816,91,3244,34,8.0,11.74,43,33,Moderate,Low,12,Yes,25986-92908
Hatchback,12,92590,94,747,31,19.8,11.85,26,28,Moderate,Medium,6,No,38633-135357
Sedan,9,41279,94,1046,42,14.5,11.97,33,35,Worn,Low,9,No,44568-165506
Truck,12,122561,97,2076,18,8.5,12.65,44,29,Good,Low,11,Yes,1507-4677
SUV,8,212304,97,3046,38,10.0,11.99,26,28,Good,Low,7,No,98089-177083
SUV,10,119954,88,2259,28,8.1,12.27,43,31,Moderate,High,3,No,40628-73130
Sedan,8,16797,92,1386,37,14.2,12.15,29,34,Good,Low,6,No,56404-180000
Sedan,1,226207,87,1139,29,17.2,12.3,28,34,Critical,High,6,No,6866-19568
Sedan,7,122584,96,710,41,10.9,12.34,31,28,Moderate,Low,9,No,31406-113382
Sedan,4,61392,96,1557,30,17.8,11.9,29,33,Good,Medium,4,Yes,27686-62980
SUV,4,146061,102,3363,38,13.5,12.05,33,31,Worn,Medium,12,No,10539-41277
Hatchback,5,55785,92,2696,37,21.1,12.2,30,33,Worn,Low,7,No,55677-180000
Hatchback,5,204574,87,807,34,16.9,11.97,45,28,Critical,High,3,No,8777-24381
SUV,11,247291,93,2354,29,9.0,11.82,30,35,Worn,Low,5,No,61811-169727
Truck,6,96136,108,2065,32,4.7,12.24,34,31,Moderate,High,2,Yes,5974-10428
SUV,11,118894,99,1428,22,9.1,12.45,31,31,Moderate,Medium,8,Yes,12967-46979
SUV,9,204495,90,1375,28,9.7,12.14,37,31,Moderate,Low,2,Yes,29686-180000
Truck,3,109252,112,3358,22,8.3,12.37,35,28,Moderate,Medium,11,Yes,1031-1837
SUV,7,115590,97,2002,26,10.9,12.58,38,35,Moderate,Low,7,No,38635-94649
SUV,2,238710,93,1825,36,8.7,11.77,35,31,Good,Medium,2,No,20845-180000
Hatchback,8,116412,99,1198,37,20.6,11.79,36,35,Good,Low,11,No,33268-125066
Truck,10,43596,99,3060,21,2.9,12.68,29,33,Good,Low,10,No,25289-64637
Hatchback,9,52856,95,2614,36,15.3,12.43,30,32,Worn,Low,2,Yes,41414-89624
Hatchback,1,161735,88,2284,39,18.7,12.36,29,36,Worn,Medium,6,No,48758-96660
SUV,1,64860,89,2223,39,12.3,12.72,34,31,Good,Medium,2,No,50538-163098
Truck,6,159592,100,1313,30,6.6,12.03,33,33,Good,Low,5,Yes,41917-64111
Sedan,11,153235,83,2569,34,13.0,12.38,44,33,Good,Low,2,No,60630-180000
Hatchback,3,174400,92,2232,32,23.1,11.97,45,36,Critical,Medium,11,Yes,5088-9320
Truck,2,94324,105,3341,22,4.1,11.76,34,34,Good,Low,5,No,28818-125664
Sedan,12,248120,97,799,34,16.4,11.82,39,30,Good,High,4,No,46592-71028
Hatchback,11,40650,94,1709,30,14.4,12.07,36,30,Critical,High,8,Yes,6277-12161
Sedan,10,94454,85,885,32,16.4,12.44,28,33,Good,Low,4,No,100045-155921
Sedan,1,154674,94,3484,34,12.8,12.42,41,31,Worn,Medium,10,Yes,27062-82222
Truck,12,203266,108,1770,33,8.5,12.64,42,31,Good,Low,6,No,19586-43382
Sedan,1,165038,98,2498,30,18.1,11.82,36,31,Critical,Low,3,No,37421-72621
Hatchback,11,41016,87,1892,47,16.8,11.95,43,36,Good,Low,7,No,38149-169703
Truck,12,69901,108,2466,22,8.4,12.66,31,28,Good,Low,4,Yes,13622-30710
Truck,5,200181,106,2434,29,4.1,12.45,26,32,Moderate,Medium,12,No,6194-15678
SUV,2,33044,103,2507,34,10.9,11.96,36,33,Good,Medium,12,No,13129-39195
Hatchback,12,214797,86,903,42,22.0,12.22,40,36,Moderate,Low,12,No,9531-180000
Sedan,10,78949,92,2634,44,16.6,11.81,39,32,Moderate,Medium,11,Yes,17601-60245
Truck,8,168770,97,739,18,5.4,12.32,37,31,Critical,Medium,9,No,4114-9058
Sedan,11,111270,96,661,35,15.1,11.97,39,33,Good,Low,9,No,33100-76896
Truck,3,9173,98,1496,23,5.9,12.05,43,34,Moderate,Low,10,Yes,22099-55545
Truck,2,118167,93,2655,32,7.0,12.51,41,30,Worn,Medium,3,No,35285-83949
Hatchback,11,207940,97,2284,45,17.8,12.3,33,28,Good,Low,10,No,44624-168380
Sedan,2,69875,94,1385,36,13.1,12.58,44,36,Moderate,Medium,5,No,32976-98752
Hatchback,12,7880,99,755,33,14.3,12.1,42,28,Good,Low,8,No,50178-128354
SUV,9,82290,92,1814,30,11.3,11.83,38,32,Worn,Low,10,No,66173-142641
Hatchback,5,59757,97,2235,43,17.5,12.36,34,30,Moderate,High,10,No,35836-56810
Hatchback,3,77545,84,1138,38,17.8,12.72,35,35,Worn,Low,2,No,70337-180000
Sedan,1,147005,97,3450,29,19.2,12.26,28,36,Critical,High,1,No,10080-17090
SUV,2,202231,102,3088,38,9.6,12.03,30,34,Worn,Low,12,Yes,15322-55418
Sedan,12,98975,90,1434,32,17.4,12.76,40,35,Critical,Low,6,No,24522-45298
Sedan,7,23327,88,3262,28,15.2,12.78,38,28,Critical,Medium,1,No,19307-68533
SUV,1,154408,90,1084,24,9.1,11.92,44,32,Good,Low,7,No,73426-180000
Truck,11,157014,98,1700,24,9.6,12.75,28,28,Good,High,6,No,20118-38840
Hatchback,9,179179,97,2671,40,21.5,12.72,42,32,Critical,Medium,8,Yes,9889-18773
Hatchback,2,22938,96,3344,44,15.9,12.51,32,31,Moderate,Medium,5,Yes,41652-74412
Truck,1,165598,98,2461,26,4.7,12.12,39,34,Good,Low,8,No,9125-119274
Sedan,12,171964,88,2696,38,14.4,12.29,31,30,Good,High,9,No,57408-97174
Truck,8,75918,106,1150,23,4.6,12.4,36,29,Good,Low,7,No,12880-80264
Hatchback,4,249193,97,3138,42,14.1,12.28,33,36,Moderate,Low,6,No,62953-115863
Truck,11,107264,96,624,28,7.0,12.36,29,28,Worn,Low,3,No,23854-46564
Truck,11,29317,99,1850,29,8.5,12.63,45,29,Moderate,Low,6,No,28484-74168
Truck,2,89712,104,3071,28,6.1,11.86,27,30,Good,Low,3,No,39514-123490
SUV,6,193059,104,2828,31,7.0,12.67,32,34,Good,Low,4,No,42568-120486
Sedan,12,166331,87,2744,42,18.4,11.76,44,28,Good,Medium,2,Yes,92089-170733
Hatchback,12,125247,89,2896,40,17.7,12.78,42,33,Critical,Low,1,No,27346-84406
SUV,9,231781,102,2235,38,10.2,12.06,41,32,Worn,High,6,No,38591-58547
Sedan,8,146407,92,1659,29,15.4,12.47,36,30,Good,Medium,7,No,35040-82912
Truck,11,39926,111,875,31,9.7,11.98,35,32,Moderate,Medium,10,No,16579-40205
Hatchback,6,91234,96,1598,43,18.7,11.95,27,32,Good,Low,3,No,74419-118533
Truck,9,131002,106,1776,25,7.1,12.1,43,31,Good,Low,4,No,11875-45725
Sedan,7,204513,102,2941,38,17.4,11.84,32,34,Moderate,Low,3,No,35072-126194
Hatchback,12,148761,85,1683,27,15.7,12.7,40,31,Moderate,Medium,9,No,10528-114909
Hatchback,7,88011,94,2501,38,17.1,11.95,31,30,Moderate,Low,6,Yes,36670-65684
Hatchback,12,81686,96,1791,29,13.7,11.96,39,35,Good,Low,7,Yes,36867-82689
SUV,12,42466,89,2166,25,9.5,12.58,41,32,Moderate,Low,2,No,43277-153697
Hatchback,4,211139,88,2973,32,21.3,12.66,42,31,Worn,Low,7,No,40171-82697
Sedan,12,155542,97,2362,30,16.4,12.04,41,33,Moderate,Low,3,No,25799-83119
Sedan,8,174869,91,2214,38,13.2,12.7,31,32,Good,High,12,Yes,11901-42455
SUV,9,107151,98,1096,36,9.8,11.87,27,36,Critical,Medium,6,Yes,26090-51094
Sedan,9,74408,91,927,43,13.8,12.29,31,31,Worn,Medium,7,No,49086-101168
Sedan,3,36063,99,1600,29,14.0,12.28,31,35,Worn,Medium,1,No,23310-83582
Sedan,11,174768,90,1759,32,15.7,12.26,28,35,Good,Medium,9,Yes,28957-81899
Truck,6,70176,101,3056,30,8.5,12.31,36,32,Critical,Low,6,No,12618-33390
SUV,11,238859,90,1773,36,13.6,12.78,44,36,Good,High,9,No,45335-84407
Sedan,5,225007,95,753,37,11.7,12.09,27,31,Good,Medium,1,Yes,26394-87974
Hatchback,11,189696,90,1038,35,16.8,12.35,41,29,Good,Low,7,No,64296-180000
Sedan,11,110698,92,2840,43,13.8,12.46,34,29,Good,Medium,4,No,49787-152737
Truck,5,110321,106,700,24,7.8,12.62,39,33,Good,Medium,4,No,20691-38999
Hatchback,6,64304,91,841,39,16.2,12.04,45,30,Worn,High,7,No,25613-55003
SUV,9,183757,105,1869,33,8.3,12.35,33,29,Good,Medium,8,No,33274-155978
SUV,6,237311,91,815,31,11.1,12.22,30,35,Moderate,Low,4,No,68111-158523
Truck,5,143289,101,1364,34,5.4,12.65,45,30,Good,Low,7,No,36072-142510
SUV,9,161868,102,2695,26,11.3,12.48,40,30,Critical,Medium,9,No,19770-54826
SUV,9,223129,101,1488,27,10.2,11.85,26,35,Moderate,Medium,6,No,34553-83271
SUV,10,74274,97,2963,32,7.1,12.19,30,36,Good,Low,1,No,29797-180000
Sedan,7,131460,101,1267,25,16.4,12.56,36,28,Good,Low,2,No,61131-122057
Truck,3,223932,97,3418,25,7.1,11.77,35,36,Good,High,11,No,4343-13353
Sedan,8,206584,97,3134,35,14.5,12.5,30,32,Worn,Low,3,No,39425-128455
Hatchback,10,213659,98,2405,40,19.7,12.14,39,34,Good,Low,1,No,52075-180000
Truck,4,183603,96,2472,23,5.2,12.24,42,32,Moderate,Low,12,No,6028-19402
SUV,8,233995,106,2819,32,12.3,11.75,43,32,Worn,Low,6,Yes,40331-63137
Hatchback,1,240947,97,1453,38,17.9,11.97,34,30,Critical,Medium,10,No,30983-75209
Hatchback,12,162587,85,2923,35,17.3,11.76,37,28,Moderate,Low,3,No,33993-103183
Truck,4,151021,98,2511,15,6.7,11.75,40,33,Worn,Low,7,No,6246-21277
Hatchback,4,139826,88,2966,36,19.0,11.74,45,29,Worn,Medium,5,No,40133-70303
Hatchback,7,236020,87,2943,40,16.3,12.21,26,31,Good,Medium,2,Yes,77445-124395
Hatchback,2,69385,86,2048,38,20.9,12.76,45,34,Good,Low,4,Yes,79408-165964
SUV,4,32818,101,2991,31,9.8,12.23,37,29,Moderate,Low,8,No,32212-97473
Sedan,7,249994,94,2655,39,14.1,12.42,31,30,Worn,High,6,No,26615-41991
Sedan,2,129537,87,1886,29,14.1,12.61,36,33,Good,Medium,6,No,63282-106644
SUV,2,208675,96,3037,39,12.3,11.83,42,36,Moderate,Medium,7,No,66361-106675
Hatchback,1,9715,92,1606,35,17.6,11.74,28,33,Moderate,Medium,12,No,22981-44203
Truck,9,128174,97,2952,23,6.2,11.7,36,29,Good,High,4,Yes,11353-37837
Sedan,4,194263,95,1769,30,14.7,12.39,27,29,Moderate,Low,11,No,25835-86627
Truck,10,84573,97,1367,22,8.8,12.32,38,28,Good,Low,3,No,51161-95259
Sedan,6,135340,100,3380,26,11.9,11.85,29,31,Good,High,3,No,46067-71741
Hatchback,4,79826,85,1425,41,15.2,12.44,28,32,Good,Medium,7,No,90394-180000
Sedan,1,90329,94,1760,38,14.8,12.16,25,34,Good,Low,4,No,58917-154581
Truck,1,205300,100,2707,29,7.1,12.67,42,32,Good,Medium,7,No,17729-40623
Sedan,10,228741,102,2329,39,16.5,11.72,25,35,Good,Medium,1,No,88430-144052
Hatchback,1,33193,91,2516,42,16.3,12.27,30,35,Worn,Medium,10,No,38725-64795
SUV,5,102264,95,1376,28,8.2,11.71,45,30,Critical,Low,7,Yes,20912-33244
Sedan,9,233460,99,3460,39,15.6,11.97,30,32,Good,High,4,No,23624-43884
Hatchback,5,236198,99,1516,27,15.9,12.06,39,32,Worn,Low,7,No,30934-83224
Sedan,8,117159,90,2162,42,14.3,11.9,38,32,Worn,High,10,No,13655-40519
Sedan,10,37385,102,1484,41,11.8,12.01,32,29,Good,Medium,10,No,32153-106319
Truck,12,142725,112,875,28,4.4,12.45,44,34,Good,Low,4,No,13047-82673
Hatchback,1,226308,90,1384,35,17.0,12.58,36,29,Worn,Medium,7,No,38621-63679
Sedan,8,210983,91,2312,37,14.3,11.82,42,33,Good,Low,7,No,59858-115118
Hatchback,4,94468,86,2091,30,19.4,12.49,40,33,Good,High,5,No,7986-90210
Hatchback,9,207423,95,1462,35,21.5,11.7,37,33,Good,High,5,No,20762-49016
Truck,4,96645,106,2554,34,7.5,11.77,42,31,Moderate,Low,2,No,4617-59900
Truck,3,203565,112,2088,30,10.8,12.2,41,29,Good,Low,12,No,5425-19061
Sedan,4,221941,98,939,34,16.8,11.87,35,32,Good,Low,4,No,46263-81637
Sedan,3,201778,94,828,31,15.2,12.34,32,31,Good,Low,1,No,46724-121134
Truck,5,237882,98,2013,33,6.6,12.62,34,29,Moderate,Low,9,No,29846-49676
Hatchback,4,204935,84,2329,34,20.7,12.68,25,33,Moderate,Medium,7,No,42064-120138
SUV,4,91391,99,2700,32,10.9,11.73,28,28,Good,Medium,3,No,44009-88683
Sedan,6,188220,94,1421,37,16.8,12.31,34,35,Good,Medium,12,No,52078-102192
Hatchback,2,121456,95,2452,35,17.4,11.76,40,33,Good,Low,1,No,54953-180000
SUV,11,34230,103,2719,40,11.8,11.78,34,33,Good,Low,12,No,55526-111742
Sedan,2,101736,89,1747,37,14.1,12.51,40,31,Good,Low,11,No,28460-75162
SUV,4,229484,97,2069,34,9.6,12.41,32,30,Good,Medium,1,No,36222-129938
Sedan,8,156274,94,2442,30,13.5,12.43,33,34,Worn,Low,6,No,26160-88456
Truck,12,123395,112,615,34,8.5,11.83,34,30,Moderate,Low,10,No,19584-40350
Truck,8,167171,98,3122,27,6.5,12.56,37,31,Good,Medium,6,No,29936-69852
Hatchback,12,229489,84,3102,46,20.3,12.71,33,33,Good,High,12,No,24787-56203
Sedan,12,79905,100,1357,40,14.9,11.8,25,28,Good,Medium,7,No,42823-78991
Sedan,12,237682,84,1967,29,16.2,12.16,36,29,Good,Low,3,No,44071-146075
SUV,1,11369,91,1866,32,12.1,12.58,25,30,Worn,High,3,No,24780-58886
SUV,10,36689,102,808,31,10.9,12.59,36,30,Moderate,Medium,2,No,17888-156639
Sedan,7,104146,89,706,33,14.3,12.13,37,28,Critical,Low,9,No,35814-54292
SUV,11,29319,99,2775,36,13.3,11.91,34,30,Moderate,Low,1,No,42761-129165
Sedan,1,102472,89,2842,39,14.6,11.91,42,32,Good,Low,8,No,92519-169463
Truck,8,159183,114,2095,22,9.0,11.89,26,35,Good,Low,3,No,23433-60085
Sedan,12,63107,87,3398,32,17.1,12.48,42,31,Moderate,Low,10,No,40409-97039
SUV,12,6319,102,3394,28,13.6,12.52,42,34,Good,Low,5,No,43350-159152
Hatchback,11,190636,84,2277,34,17.5,11.93,27,33,Moderate,Low,9,No,49646-116772
SUV,9,137552,105,1905,36,12.5,11.94,41,31,Good,High,3,No,52703-108783
Truck,8,85039,107,3285,29,10.0,12.23,29,32,Worn,Low,12,Yes,1250-4790
Truck,12,174935,102,1567,30,7.9,12.69,28,33,Worn,Low,8,No,26474-43880
Hatchback,12,81831,86,2512,39,16.1,12.48,38,35,Moderate,High,12,No,7847-23989
Sedan,11,162105,83,2451,36,14.5,12.31,39,36,Worn,Low,7,Yes,33892-87924
SUV,10,162007,98,2663,28,11.6,12.71,38,35,Worn,High,9,No,14200-51750
Hatchback,10,138665,95,3131,35,18.2,12.44,43,34,Good,Low,12,Yes,16425-41365
Sedan,3,247136,102,1667,40,18.3,12.28,27,29,Good,High,5,No,38108-65690
Hatchback,7,233713,96,2457,29,16.0,12.55,26,34,Good,Low,6,No,56094-85440
Hatchback,9,131427,86,2044,40,16.4,12.28,34,28,Good,Low,1,Yes,100851-169107
Hatchback,10,69533,86,1603,36,18.0,12.46,40,34,Good,Medium,12,Yes,27666-48594
Sedan,12,172973,85,1041,38,17.1,12.74,40,31,Good,Low,3,Yes,50713-180000
SUV,3,40185,88,1855,42,13.7,12.48,31,36,Good,High,2,No,62894-116232
Sedan,8,47835,97,1796,34,15.4,12.54,42,36,Good,High,1,No,37761-81455
Truck,5,174801,105,3366,20,5.5,12.11,45,31,Good,Medium,2,No,33367-66987
Sedan,4,56129,91,1415,42,16.5,12.61,42,35,Worn,Medium,1,No,53646-180000
Sedan,12,93426,100,1625,35,13.3,11.75,43,35,Good,High,2,No,27742-61672
Truck,8,44429,96,848,26,7.0,12.66,31,33,Good,Low,6,No,34742-118632
SUV,2,43354,95,832,30,10.4,12.69,34,29,Moderate,Low,8,Yes,37862-101980
Truck,3,49857,103,3345,36,10.0,11.96,38,36,Critical,High,10,No,2149-4695
Truck,7,197896,97,748,28,4.0,12.19,34,34,Moderate,Low,11,No,10946-25836
Truck,4,121453,108,993,27,3.2,12.52,26,28,Good,Low,3,No,31180-52086
Hatchback,5,249667,98,1908,43,23.1,12.18,38,28,Critical,Medium,12,No,14134-39034
Hatchback,12,12018,93,1551,28,16.3,12.22,28,34,Good,Low,3,No,104553-162279
Sedan,6,241345,86,2700,26,16.1,12.59,44,35,Good,High,1,No,40567-127588
Hatchback,11,197821,90,2010,27,20.2,12.05,32,35,Worn,Low,8,No,33473-78855
Hatchback,2,128646,97,811,42,19.7,12.29,26,30,Moderate,Medium,1,No,49293-127637
SUV,10,92639,101,1446,27,8.6,12.21,39,30,Critical,High,8,No,11759-27473
Sedan,10,157159,90,2818,38,13.1,12.67,25,31,Moderate,High,10,No,17129-66797
Sedan,10,143284,88,1024,33,12.4,11.73,28,28,Moderate,Low,12,No,36098-76134
Sedan,2,175595,98,1210,29,16.4,12.5,25,31,Good,High,12,No,11657-19017
Hatchback,3,154864,95,2512,37,17.2,12.75,28,32,Good,Low,3,No,54440-147138
Hatchback,5,74369,92,1545,44,18.5,11.74,40,28,Good,Low,1,No,27479-180000
SUV,5,124612,93,1014,35,9.4,12.66,30,28,Good,High,1,No,35112-72392
Hatchback,12,184728,98,1430,30,17.5,12.48,41,31,Moderate,Medium,9,Yes,36040-65884
SUV,2,89629,97,2561,39,11.6,11.99,41,29,Good,Medium,4,No,60762-158686
Sedan,4,235693,85,2196,41,15.5,11.72,29,35,Moderate,Medium,10,No,60398-117436
Sedan,12,223892,91,646,39,14.7,12.49,39,29,Good,Medium,6,No,41850-144346
Hatchback,8,57797,97,1513,28,19.4,12.48,35,28,Good,High,9,No,21987-43933
Truck,5,134543,99,2979,31,7.2,12.34,44,35,Good,Medium,12,No,14656-32018
Sedan,8,245248,91,3169,36,12.1,11.98,28,29,Good,Low,5,No,13401-180000
Hatchback,7,112546,100,2584,30,19.5,12.6,43,30,Moderate,Medium,11,Yes,9759-40833
Truck,1,22829,102,2258,23,3.9,12.36,36,31,Good,Medium,5,No,34705-72571
Hatchback,9,191771,87,1389,42,21.1,11.75,38,34,Moderate,Low,11,No,52152-105936
Hatchback,6,58567,95,2158,35,20.3,12.5,30,30,Good,Low,5,Yes,32680-124460
Truck,9,118259,100,2564,22,8.2,12.69,27,30,Good,Low,8,No,23128-127028
Hatchback,7,124999,87,3497,39,15.3,12.55,26,36,Worn,High,12,No,6398-21680
Hatchback,4,137448,90,721,29,17.1,12.68,37,35,Moderate,Low,4,No,38692-67196
Hatchback,4,240866,93,1126,36,15.0,12.78,40,29,Moderate,Low,10,No,65633-119677
Sedan,3,187236,95,792,27,14.8,12.15,44,34,Critical,High,2,No,9165-26467
Hatchback,10,35906,98,2626,39,21.4,12.28,38,28,Good,High,1,No,40975-134787
Sedan,2,223791,96,2109,33,15.1,12.75,28,30,Worn,Low,3,No,26390-111591
SUV,4,202300,104,2334,29,9.2,12.76,28,34,Worn,Low,1,No,52373-180000
Hatchback,3,189766,100,1439,37,14.9,11.95,31,35,Good,Low,7,No,76565-145907
Sedan,7,126660,97,3353,40,14.7,12.09,40,36,Worn,Medium,6,No,7877-131200
Hatchback,12,245384,96,2727,39,14.5,11.85,26,34,Good,High,1,No,30181-93367
