Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Hatchback,14,179440,103,2647,39,10.9,11.01,32,49,Moderate,High,12,No,11945–36031
Sedan,9,166118,95,1938,30,17.9,11.21,39,96,Worn,Medium,11,No,53240–58452
Hatchback,12,30999,86,1809,40,18.8,12.86,37,33,Worn,Low,6,Yes,50216–62364
SUV,2,24109,85,2525,45,16.0,11.74,38,56,Good,Medium,10,Yes,56147–84491
Truck,1,56156,98,2861,47,11.4,11.0,39,58,Critical,Medium,12,No,55916–69060
Hatchback,13,148853,90,1620,22,8.4,12.68,41,60,Worn,High,3,Yes,34990–59462
SUV,9,119083,89,2082,48,9.7,11.42,39,60,Critical,High,8,No,37776–49018
SUV,14,132130,87,2425,23,7.6,11.85,31,92,Moderate,Low,9,No,41630–59134
Sedan,10,188076,86,2981,36,6.6,12.55,37,88,Good,Medium,11,No,40499–57843
SUV,5,35688,94,2258,22,9.0,11.73,39,92,Moderate,Medium,3,Yes,64986–75640
SUV,13,107902,86,1860,34,12.3,12.53,34,60,Good,Medium,2,Yes,45390–53156
SUV,8,56388,91,2418,35,16.3,12.22,40,31,Moderate,Low,3,Yes,54644–74862
Sedan,2,158715,102,2596,45,13.6,11.99,30,40,Critical,High,5,Yes,38056–64766
Sedan,4,10632,110,2975,42,7.2,11.96,39,106,Moderate,High,9,No,42639–50817
Sedan,15,111398,107,2738,46,16.9,12.58,38,64,Moderate,Low,10,No,50605–60057
Hatchback,15,52306,87,1865,46,12.8,12.51,40,48,Worn,Medium,7,No,37952–63850
Sedan,11,94176,94,1793,21,14.5,12.38,38,55,Worn,High,9,Yes,38154–51482
Hatchback,10,190289,108,2577,40,11.3,11.12,39,46,Critical,Medium,6,Yes,47337–60629
Truck,6,36017,90,2913,31,15.7,11.42,34,71,Worn,High,1,No,38621–60811
Truck,14,140569,103,2784,45,19.3,12.87,31,57,Good,High,9,No,29698–41366
Hatchback,3,198113,107,2407,25,17.0,12.46,31,40,Worn,High,9,No,34562–64110
Sedan,11,173421,86,2542,22,10.9,12.77,38,96,Critical,High,8,No,34919–39615
Truck,13,85006,86,1749,23,16.4,11.5,43,31,Good,High,7,Yes,36189–51353
Sedan,3,93751,108,1713,39,9.9,12.38,40,104,Critical,Medium,7,Yes,52249–55637
Hatchback,6,107892,105,2374,37,18.1,12.57,40,110,Moderate,Low,11,No,61638–66458
Sedan,5,131975,99,2654,42,8.2,11.92,43,36,Good,Medium,12,Yes,38590–60156
Truck,7,103894,102,2873,26,11.4,11.61,30,54,Good,Medium,9,Yes,45896–55004
Sedan,7,79469,97,2930,50,10.1,11.56,44,104,Critical,Low,4,No,57458–72900
Sedan,9,56113,108,2967,30,18.2,11.26,34,31,Good,High,7,No,24793–45587
Hatchback,9,150887,95,2540,50,17.0,12.15,43,30,Moderate,Medium,4,Yes,47127–61577
Hatchback,7,186867,96,1541,49,18.6,12.16,34,48,Critical,Low,11,No,52454–68282
Hatchback,7,71016,108,1711,43,18.4,11.63,41,100,Worn,Medium,7,No,37133–66813
SUV,6,83553,95,2374,48,17.7,11.65,36,104,Good,High,7,No,39557–54931
Hatchback,10,6900,102,1855,21,8.5,12.19,44,70,Worn,High,9,No,33806–58648
Hatchback,12,56489,110,2309,22,9.8,11.13,41,44,Worn,Low,8,Yes,41104–62836
Truck,2,103205,99,1694,25,7.2,11.97,37,94,Critical,Medium,9,Yes,46279–65615
Truck,2,166762,96,1998,48,9.6,11.13,42,30,Critical,Low,8,Yes,58537–71851
Truck,3,5497,100,2529,47,16.2,11.42,42,47,Moderate,High,10,Yes,43674–61274
Hatchback,9,36362,92,1647,32,16.2,11.7,37,63,Moderate,High,4,Yes,35826–46544
SUV,7,194938,97,2008,34,11.3,12.03,36,38,Critical,Medium,1,Yes,48818–77246
Sedan,5,56150,101,2749,37,9.3,11.63,40,52,Worn,Medium,7,Yes,46467–66763
SUV,9,38609,90,2248,43,16.0,12.12,38,103,Moderate,High,11,Yes,37003–49329
SUV,3,61054,102,1509,24,14.8,11.63,43,75,Critical,Low,1,No,71681–82055
Sedan,2,147418,97,2854,23,8.3,12.1,40,85,Moderate,High,10,Yes,47491–55033
Hatchback,12,58839,93,1529,33,12.2,11.44,43,93,Critical,Medium,4,No,38961–57523
Truck,13,83844,108,2097,20,9.3,12.06,36,103,Good,Low,2,Yes,42763–66821
Hatchback,1,16350,109,2411,39,5.9,12.78,30,38,Good,High,10,No,41233–69733
Sedan,13,75413,108,1600,31,16.6,12.06,37,69,Good,High,3,No,21847–46447
SUV,13,100885,94,1574,36,19.6,11.77,43,46,Worn,Medium,6,No,49333–56225
Hatchback,9,127306,103,1519,30,12.2,12.75,39,52,Moderate,High,2,No,32001–50883
Truck,12,52526,97,2920,29,9.8,11.19,31,108,Worn,Medium,2,Yes,49508–55958
Hatchback,8,165796,110,2901,38,6.5,11.35,37,98,Good,Low,2,No,52869–66003
SUV,7,197394,88,1982,41,18.3,12.58,35,54,Good,Low,12,Yes,54380–69472
SUV,7,146132,99,1892,38,8.5,11.61,39,104,Good,High,3,Yes,43690–53054
Truck,1,55456,91,1946,20,15.6,11.86,41,39,Worn,Low,3,Yes,68031–82287
Truck,9,112759,106,1975,39,16.4,12.56,44,95,Worn,Medium,9,No,38601–50519
SUV,12,148380,95,2367,41,5.3,12.43,45,39,Moderate,Medium,10,No,37038–45270
Sedan,7,15122,88,2219,32,11.9,12.97,34,71,Moderate,High,8,Yes,41275–56185
Hatchback,4,144661,92,1960,44,15.8,12.86,32,89,Critical,Low,5,Yes,65695–71527
Sedan,3,158843,91,1519,50,5.8,12.12,33,89,Moderate,High,8,Yes,37006–56562
Sedan,14,147946,87,2081,38,17.7,12.65,36,95,Worn,Medium,2,No,47168–61286
Truck,14,43032,104,1971,22,14.6,11.92,37,64,Moderate,High,11,No,33882–37538
Sedan,1,12607,101,2760,23,5.1,12.03,43,101,Moderate,Low,1,No,71483–77309
Sedan,5,79632,108,1807,35,5.4,11.87,30,90,Worn,High,9,Yes,26743–54789
Sedan,12,13171,92,2793,35,5.0,11.83,39,38,Worn,Low,11,No,45245–61021
SUV,14,75023,85,2957,32,17.8,12.09,36,108,Good,High,12,Yes,15852–42158
SUV,10,107543,97,2116,41,16.2,11.36,44,71,Moderate,Low,2,Yes,63765–74251
Hatchback,4,42735,109,2808,49,19.5,12.69,36,78,Critical,High,6,No,35886–62654
Truck,15,136434,100,1565,45,11.5,12.7,42,110,Critical,Medium,6,Yes,44838–53248
Hatchback,11,33858,101,2134,24,17.7,11.37,31,97,Good,High,11,Yes,16823–45239
Truck,2,130681,89,1834,22,13.7,11.1,37,76,Critical,Medium,12,No,49126–59340
Truck,10,162205,92,2325,35,18.6,11.07,43,58,Worn,Low,4,Yes,48757–72083
Hatchback,14,171995,89,2617,22,9.5,12.85,34,54,Worn,High,12,No,16696–33074
SUV,5,144753,104,1807,43,15.6,11.24,40,81,Moderate,High,11,Yes,27676–51422
Sedan,8,26456,95,2233,36,19.9,11.24,42,69,Moderate,Low,4,No,58998–78732
Truck,2,133072,100,2624,48,8.9,12.93,45,93,Moderate,High,12,Yes,40137–47399
Hatchback,7,96438,85,2601,38,18.5,11.21,45,79,Good,High,3,Yes,40297–59729
Sedan,8,172493,89,2450,49,6.0,12.79,43,80,Worn,Medium,2,No,48099–75259
SUV,10,91023,107,2577,29,17.9,11.86,37,76,Good,Medium,8,No,51599–59007
Truck,4,130848,89,2052,45,19.7,12.5,33,71,Worn,High,10,No,44008–51068
Sedan,3,115871,103,2845,49,6.8,11.54,32,82,Critical,Low,1,Yes,65391–81423
Truck,15,154525,98,2772,49,6.6,11.19,38,106,Moderate,Medium,1,No,43733–57333
SUV,11,162142,103,2016,37,14.3,11.15,32,67,Worn,Medium,12,No,26710–52716
Truck,15,24647,98,2696,21,12.7,12.88,42,37,Worn,High,11,Yes,12791–39501
Hatchback,13,177240,109,1786,26,5.1,11.05,44,46,Moderate,Low,2,Yes,44521–67701
Truck,5,107037,109,2550,28,15.4,11.55,42,90,Moderate,High,4,Yes,44594–47292
SUV,3,163820,92,2268,20,9.8,12.71,33,62,Worn,High,6,Yes,44141–52267
Hatchback,6,196959,86,2111,43,9.7,12.1,40,81,Good,Medium,2,No,59501–80493
Sedan,6,125788,96,2310,37,14.6,11.68,31,45,Critical,Medium,4,Yes,48650–71330
Truck,2,158543,103,2646,45,12.4,11.4,36,49,Moderate,Medium,1,No,69737–72001
Hatchback,6,197408,105,1961,41,6.2,11.35,32,71,Worn,High,4,Yes,51194–55832
Truck,1,51091,102,1531,49,14.7,12.94,40,31,Worn,Low,9,No,70245–76439
Truck,13,111480,88,2064,29,7.7,11.81,36,86,Critical,High,2,No,32689–58229
Hatchback,12,20487,110,1528,40,17.9,11.33,32,36,Moderate,High,9,No,31504–42318
SUV,5,72339,106,2359,28,6.4,12.29,40,104,Good,Low,4,Yes,60789–73031
Truck,10,5171,90,2741,36,6.7,11.51,39,99,Moderate,Medium,2,Yes,43606–67702
Truck,2,103600,88,2048,32,8.4,11.07,45,59,Good,High,11,No,40322–69842
Truck,15,80656,88,2663,47,16.5,12.56,39,37,Moderate,Medium,3,Yes,31696–57882
Sedan,5,141254,93,1578,33,18.6,11.62,33,78,Critical,High,10,No,38935–61183
Sedan,15,10727,104,2668,22,11.4,12.32,37,35,Good,Medium,9,Yes,41674–45494
Truck,6,140646,94,2287,45,18.2,12.7,39,63,Good,Low,4,Yes,57964–87334
Truck,7,143697,95,2946,37,19.1,12.23,39,42,Worn,Medium,2,No,41086–71006
SUV,12,191301,92,2102,48,8.0,12.3,30,39,Moderate,High,12,Yes,32307–49771
Hatchback,9,138352,94,2289,22,7.1,11.0,40,109,Worn,Medium,11,No,37429–61909
SUV,1,30614,99,1664,50,18.7,11.26,43,64,Good,Medium,11,Yes,49993–77825
Truck,9,137648,92,2963,25,5.1,11.61,33,64,Worn,Low,7,Yes,60767–66717
SUV,13,99195,86,2978,33,12.8,12.43,38,36,Worn,High,11,Yes,29922–38542
Sedan,14,140986,107,2355,31,5.2,12.15,33,38,Good,Medium,12,No,36246–38314
Sedan,15,51156,97,2415,21,10.5,12.4,33,66,Moderate,Medium,5,No,32593–51223
SUV,12,162129,87,1789,44,15.7,12.09,40,33,Moderate,Medium,9,No,44351–46403
Hatchback,12,167523,97,2592,38,10.7,12.22,35,79,Critical,Low,5,No,42994–63386
Truck,13,178716,103,1726,25,7.0,11.31,34,95,Moderate,Low,9,No,53607–57829
Hatchback,13,148713,110,2182,27,7.7,11.72,40,54,Moderate,Low,4,No,45722–58036
Truck,5,31818,97,2860,22,14.5,11.08,30,81,Worn,Medium,7,No,51334–79968
Sedan,15,30900,103,2987,49,16.0,12.6,38,43,Good,Medium,4,No,29028–57860
SUV,8,195903,107,1580,38,12.8,11.54,41,53,Worn,Low,12,No,50466–61894
SUV,14,79307,108,2447,44,7.2,11.98,43,84,Moderate,Low,12,Yes,38478–61794
SUV,1,192972,107,2760,27,9.5,11.33,40,50,Moderate,Medium,8,Yes,52182–70436
SUV,4,176538,86,1632,29,6.4,11.49,32,89,Good,Medium,4,No,62080–75176
Hatchback,12,80871,92,2731,25,11.1,12.2,37,67,Moderate,High,7,Yes,29676–56804
Hatchback,8,113265,100,1827,35,7.5,11.83,33,81,Worn,Medium,9,No,44442–58090
Truck,10,195193,99,2171,46,19.8,11.19,40,100,Good,Medium,2,Yes,43501–61569
Hatchback,6,24648,106,2835,23,19.3,12.16,34,37,Critical,Medium,7,Yes,49080–77854
Sedan,11,127529,100,2796,47,16.0,12.73,44,91,Good,Low,5,No,66153–68727
Hatchback,1,21233,95,1879,38,6.3,11.87,39,107,Moderate,Medium,11,No,52214–75936
Hatchback,10,186228,102,2493,50,11.1,12.07,33,66,Moderate,Medium,5,No,38721–57041
Hatchback,1,144451,109,1962,27,17.8,11.27,33,105,Worn,Medium,3,Yes,58109–72233
SUV,14,110520,94,2945,37,17.7,11.47,39,47,Good,Medium,7,Yes,38264–51202
Hatchback,4,144736,98,2979,49,13.1,11.25,34,106,Moderate,Medium,7,Yes,51597–78439
SUV,5,69257,107,2949,45,19.7,12.75,41,57,Good,High,3,No,40522–59678
Sedan,2,66882,90,2630,30,18.2,11.06,42,49,Worn,Low,9,No,65260–89338
SUV,6,145600,87,1569,23,11.7,12.39,45,62,Good,High,11,Yes,27151–47781
Sedan,9,129187,99,1866,47,14.6,11.48,38,70,Critical,High,10,Yes,41120–45746
SUV,15,63256,90,2391,31,19.5,11.78,34,70,Worn,Low,7,Yes,42765–69977
Truck,3,9232,94,2929,30,12.3,11.36,35,30,Moderate,Low,9,No,56674–75678
Truck,6,34233,96,1506,21,10.8,12.1,39,64,Critical,High,7,No,44087–51241
Truck,3,131764,110,2707,25,9.7,11.2,36,71,Critical,Low,10,Yes,43036–72490
Sedan,12,192885,101,1644,37,11.3,12.15,43,81,Good,Medium,6,No,49382–51584
Hatchback,10,118072,107,2604,28,10.7,12.79,32,56,Worn,High,8,No,30646–52114
SUV,2,119914,106,1943,25,12.2,12.41,37,87,Worn,Low,9,Yes,63457–76381
Truck,2,164695,91,1586,44,10.3,11.52,40,84,Critical,High,2,Yes,46953–59523
Hatchback,4,170200,105,2147,25,14.0,11.09,33,99,Moderate,Low,11,No,57584–61884
SUV,7,57936,107,2415,29,18.8,12.09,38,98,Good,High,12,Yes,28866–43950
Truck,8,97504,110,2652,36,8.2,12.8,40,104,Good,Low,8,Yes,55740–59156
Hatchback,12,184901,96,2824,45,8.2,11.24,33,46,Good,High,10,No,28650–37620
Hatchback,15,15927,86,2684,36,19.4,12.59,45,110,Critical,Medium,4,Yes,43211–68643
Hatchback,7,174298,103,2880,38,8.2,11.59,35,49,Good,High,12,No,43617–48917
Truck,2,44474,96,1800,48,17.5,12.45,42,94,Good,Low,9,No,60173–70449
SUV,15,132672,85,2071,21,19.0,11.08,35,35,Worn,Medium,4,No,39802–54590
Truck,1,34224,104,2207,39,9.8,11.06,33,48,Good,Medium,1,Yes,51773–78793
Truck,6,53398,95,2536,28,12.7,12.48,34,41,Moderate,Low,3,Yes,62220–68874
SUV,8,9211,92,1579,23,6.6,11.28,34,35,Critical,High,10,Yes,40453–49319
Truck,15,114569,110,2791,35,12.6,12.11,30,63,Moderate,Low,10,No,28855–53829
Sedan,9,157198,109,1523,48,18.7,12.6,41,48,Critical,Medium,11,No,29484–57444
Sedan,7,198299,108,2737,41,9.1,12.55,36,74,Moderate,Low,4,No,65745–75627
Sedan,10,123354,97,2892,26,12.2,11.76,41,44,Worn,Low,12,Yes,52846–63610
Hatchback,2,163113,104,2619,46,19.8,12.46,30,33,Critical,Low,2,No,69886–79952
Hatchback,11,96063,100,1623,30,13.0,11.49,35,51,Moderate,High,2,Yes,38000–54582
Hatchback,2,62637,97,1971,48,5.2,12.36,41,94,Moderate,Medium,11,Yes,55268–71202
Hatchback,5,175412,87,1676,45,9.2,11.07,36,81,Moderate,Medium,10,No,52556–74886
SUV,4,188705,88,2966,27,12.3,11.7,41,101,Good,Medium,8,No,59044–71526
SUV,14,50706,89,1690,41,5.6,11.46,33,86,Worn,Low,10,Yes,41828–62408
Truck,6,163366,99,2386,27,6.0,11.39,30,52,Worn,High,11,No,30033–55891
Hatchback,7,108019,89,2101,41,19.8,12.09,44,103,Critical,High,1,No,43738–50056
Truck,12,38488,101,2314,32,18.2,12.74,44,100,Good,Low,6,Yes,42720–67392
SUV,15,171684,86,2213,40,7.9,11.78,40,88,Worn,Medium,6,No,36206–59686
Sedan,15,11175,87,2435,36,17.7,11.85,38,62,Moderate,Medium,9,No,35107–47929
Hatchback,14,156072,109,1954,25,12.5,12.33,41,98,Worn,Medium,8,No,28202–43044
Hatchback,8,165250,107,2413,26,6.6,12.41,40,65,Moderate,High,1,Yes,28076–57178
Sedan,12,113854,92,1819,42,12.3,11.63,36,36,Worn,Medium,6,No,45097–61399
Sedan,14,13020,94,1733,30,13.7,12.21,38,67,Moderate,Low,9,Yes,44362–59594
Hatchback,6,191585,86,1652,33,19.2,11.38,43,87,Good,Low,9,Yes,49364–71070
Hatchback,4,127395,100,2501,26,14.6,11.58,42,51,Critical,High,12,Yes,37308–65050
Sedan,5,124364,93,2749,29,12.2,11.62,42,88,Moderate,Low,3,No,57631–84881
Sedan,10,97962,85,2309,34,17.4,12.68,36,108,Critical,High,6,Yes,35829–41875
Sedan,13,53196,94,2611,50,10.0,11.52,38,67,Moderate,Low,6,Yes,50506–71596
Sedan,8,27723,85,2931,20,13.2,11.35,33,88,Worn,Low,10,No,45658–72360
Hatchback,9,162730,109,1581,38,14.2,12.09,38,52,Critical,Low,6,No,41555–71415
Truck,6,126387,94,1856,38,5.6,12.81,30,53,Good,Low,3,Yes,65538–85202
Sedan,1,98187,91,2573,45,16.0,11.81,33,96,Moderate,Low,7,No,66205–76467
Hatchback,8,7371,104,1582,50,16.1,11.82,37,82,Good,High,1,No,52040–65182
Sedan,8,101274,100,2636,45,15.4,11.99,33,77,Moderate,Low,4,Yes,54139–71807
Truck,3,75149,96,2007,21,5.5,11.0,32,106,Critical,Low,10,No,58215–87929
SUV,2,52890,100,1670,34,17.1,11.38,34,52,Good,Low,8,Yes,61118–76872
Sedan,6,43076,107,2580,24,15.3,12.17,38,109,Worn,Medium,2,Yes,57881–76659
SUV,9,188202,99,2370,41,7.6,11.03,40,67,Good,Medium,5,No,42725–61189
SUV,1,185870,108,2455,36,15.9,11.09,31,60,Critical,Low,10,No,58648–78962
Truck,13,104692,110,2032,32,11.7,11.89,40,92,Worn,Low,5,No,54159–64905
Truck,11,100365,109,2148,28,11.1,12.1,35,84,Worn,Medium,10,No,41124–50608
SUV,7,128561,92,2725,29,16.5,11.68,30,79,Worn,Low,12,No,48832–64878
SUV,6,70685,94,2376,33,5.3,12.01,35,84,Critical,High,8,Yes,35366–56426
Truck,13,80809,93,2383,20,15.1,11.29,45,31,Moderate,High,5,No,24671–51079
SUV,15,151777,88,2650,41,14.3,12.79,41,67,Good,Medium,2,Yes,40598–58802
Hatchback,10,5733,99,2822,47,8.1,11.84,30,107,Good,High,7,No,38816–45610
Truck,6,178825,108,1975,45,5.2,11.36,32,33,Good,Medium,4,No,46321–60687
Hatchback,15,35194,103,2762,46,14.6,12.69,30,85,Worn,High,4,No,32470–44064
Truck,1,96751,102,1673,48,11.3,11.56,30,34,Good,Medium,12,No,56514–70010
Sedan,12,21074,110,2693,20,16.7,11.14,41,98,Worn,Low,10,No,51361–61613
SUV,8,56544,105,1645,45,9.5,12.31,42,101,Moderate,High,2,Yes,35406–61946
Truck,14,126808,87,2322,28,7.6,11.24,32,85,Critical,Medium,2,No,48561–51683
SUV,9,192495,104,2119,34,12.1,11.8,40,99,Worn,Low,2,No,63723–72203
Sedan,12,44922,90,2704,32,19.3,12.22,35,39,Moderate,Low,9,Yes,54492–57572
SUV,13,190045,91,2005,35,14.7,12.89,43,62,Critical,Medium,2,Yes,38651–63981
Truck,1,121799,87,2573,28,6.8,12.19,38,72,Worn,High,6,No,47983–67685
Truck,4,137936,99,2928,35,8.1,11.51,30,50,Good,High,10,Yes,35639–64281
Hatchback,12,187445,104,2752,47,17.5,11.22,43,110,Moderate,Medium,10,No,46908–53300
Truck,4,17711,94,2223,48,16.8,11.49,30,48,Moderate,Medium,2,Yes,56813–74741
Hatchback,12,153735,94,1766,44,9.2,12.6,36,39,Good,Medium,3,Yes,44038–53056
SUV,12,120624,102,1630,34,9.1,12.14,32,38,Moderate,High,7,Yes,29911–48697
Sedan,12,84677,102,1600,35,11.4,11.94,36,46,Moderate,Medium,6,No,45051–60619
SUV,14,46351,97,1955,33,10.1,11.75,40,104,Good,High,6,Yes,33382–43244
SUV,11,162279,86,1630,35,7.5,12.48,37,31,Good,Low,9,No,47167–60287
Truck,3,116188,87,1881,41,7.3,11.66,37,68,Moderate,High,11,Yes,42890–52042
Truck,10,143697,90,2040,22,8.0,12.67,41,78,Critical,High,1,Yes,27960–56596
Truck,5,70130,87,2635,39,10.3,12.2,41,39,Good,Low,10,Yes,66101–72195
Sedan,7,149292,101,1622,25,10.1,11.52,39,105,Good,Medium,12,Yes,37453–58587
Truck,6,89952,104,2054,32,9.9,12.52,36,83,Worn,High,4,Yes,36360–57684
Hatchback,11,110874,108,2272,45,17.5,11.27,32,100,Moderate,Medium,8,No,35882–47674
Hatchback,12,62552,94,2970,36,8.9,11.1,41,32,Good,Low,12,Yes,49335–60505
Sedan,14,151680,95,2456,43,11.9,11.8,44,41,Good,Low,5,Yes,41400–62642
Truck,12,43293,98,2463,27,8.9,11.2,32,97,Worn,High,10,No,37825–39961
Hatchback,4,187111,109,2924,45,5.1,12.01,41,73,Worn,High,9,No,41923–47885
SUV,6,134141,109,2655,25,8.2,12.45,32,86,Worn,High,1,No,52921–61113
Sedan,12,84912,108,2427,37,11.0,12.21,39,99,Good,Low,11,Yes,50703–52787
Hatchback,2,194969,105,2155,23,15.9,11.22,37,49,Moderate,Medium,12,Yes,49930–65544
Sedan,11,17845,95,2881,49,7.8,11.97,36,43,Critical,High,7,Yes,38661–54175
SUV,2,29146,107,2048,36,12.5,11.52,35,48,Worn,Low,2,Yes,64632–84050
Hatchback,9,99220,103,2423,48,18.3,11.21,35,96,Worn,High,3,Yes,44261–54167
Truck,6,84547,86,2209,31,16.1,11.86,35,42,Good,High,8,Yes,48979–53525
Truck,7,122102,108,2594,41,7.0,12.03,42,104,Critical,Low,4,Yes,55108–68652
Sedan,15,66759,96,1721,28,12.0,12.73,34,101,Worn,Low,2,No,40622–66726
Truck,4,154397,105,2461,23,15.1,12.63,37,50,Critical,Medium,2,Yes,58729–69181
Hatchback,12,57570,88,2411,48,18.9,11.24,41,83,Worn,Low,10,Yes,36619–65411
SUV,9,159255,89,2736,22,18.9,12.39,38,44,Moderate,High,10,No,28899–40605
SUV,12,61352,98,1946,26,6.7,12.37,39,31,Worn,Medium,2,Yes,47983–60799
Truck,14,87182,99,2459,23,9.5,11.74,43,63,Critical,Low,6,Yes,39911–58541
Sedan,2,100930,90,2073,34,19.0,12.89,38,72,Moderate,Medium,1,Yes,60925–86367
Sedan,13,24782,85,2405,22,13.0,11.36,30,110,Moderate,High,3,No,41150–47380
Sedan,3,63411,103,1834,36,19.8,12.84,45,63,Critical,Medium,3,No,55840–74850
SUV,13,144789,85,2624,29,6.4,11.13,36,36,Critical,Medium,5,No,44672–51490
Truck,9,173609,94,2999,22,16.0,11.99,32,84,Critical,Low,11,No,39883–68271
Hatchback,2,175229,99,2097,38,13.0,11.1,34,37,Critical,Medium,12,No,48400–72234
SUV,3,39873,100,2353,45,19.7,12.36,42,109,Worn,High,9,No,43794–60514
Sedan,10,179880,107,2922,23,13.3,12.69,37,40,Worn,High,9,Yes,17486–43594
Sedan,8,80648,99,1963,33,5.6,12.04,32,71,Critical,High,4,Yes,39662–46828
Sedan,14,153774,99,1724,25,10.7,12.58,30,103,Good,Low,1,Yes,49259–72757
Hatchback,6,161108,87,2481,42,19.7,11.26,39,80,Worn,Low,4,No,52933–74809
Sedan,3,67510,87,2047,27,9.2,11.36,33,98,Moderate,Medium,9,Yes,53254–58968
Hatchback,2,194652,106,2798,48,9.3,11.28,38,57,Moderate,Low,8,No,64760–86110
SUV,10,13786,105,2648,28,5.9,11.07,35,105,Good,High,12,Yes,30783–51639
Sedan,14,56533,103,2745,40,18.2,11.92,40,94,Moderate,Low,3,No,48346–68414
Hatchback,10,129713,92,2866,21,6.0,11.35,38,38,Good,Low,7,No,50415–58553
Truck,9,101589,107,2702,40,6.1,12.6,31,56,Good,Low,9,Yes,54830–60808
Sedan,12,157588,105,2350,32,8.2,12.1,30,67,Good,Low,3,Yes,53258–66492
Truck,14,90473,85,2939,49,16.1,11.83,30,107,Moderate,Medium,7,Yes,45989–61797
Hatchback,7,104160,88,2713,43,19.1,11.33,34,95,Good,High,4,Yes,45818–49110
SUV,5,188963,100,2715,36,6.8,11.42,40,55,Good,Low,5,Yes,64305–85027
SUV,12,25623,103,2147,43,9.4,12.25,31,107,Worn,High,2,No,32230–45342
Truck,14,167226,105,2731,26,11.1,11.16,32,45,Critical,Medium,4,No,42262–47338
Sedan,7,97794,105,2257,41,6.7,11.65,34,107,Good,Low,1,No,56500–75044
SUV,1,23134,101,2563,41,13.6,12.24,45,105,Moderate,Medium,10,Yes,59358–77194
Truck,2,166520,106,1599,43,6.3,12.51,44,64,Good,Low,12,No,56012–70686
SUV,9,195521,86,2019,28,11.0,11.73,40,92,Moderate,High,7,Yes,29280–46982
Sedan,7,78878,105,2272,39,7.5,12.62,44,96,Moderate,High,5,Yes,38666–55950
Sedan,1,150174,92,2705,23,6.1,12.86,43,54,Critical,Medium,7,Yes,62625–76899
Hatchback,7,87828,108,2477,27,6.6,11.88,36,51,Worn,High,12,Yes,40195–47099
Hatchback,10,83225,109,2941,44,13.8,11.55,31,37,Good,High,12,Yes,23139–44517
Hatchback,2,167256,93,2325,43,5.7,11.13,38,34,Moderate,Low,11,Yes,68501–72993
SUV,14,80821,108,2938,27,13.8,12.59,40,101,Worn,Low,3,Yes,38278–60588
Truck,12,122641,108,1787,50,18.1,12.94,33,51,Moderate,High,2,Yes,33007–46425
Sedan,8,71467,109,2154,29,15.7,12.47,37,79,Critical,Low,11,No,48990–68132
Truck,3,192273,94,2379,30,10.0,12.42,32,35,Good,Low,2,Yes,69941–83691
Sedan,1,17554,90,1794,46,16.2,12.23,34,49,Worn,Low,10,Yes,72480–79576
Truck,10,174546,105,1624,40,11.0,12.01,30,59,Good,Low,10,No,46066–72116
Hatchback,6,87169,103,2411,40,11.9,11.53,35,105,Moderate,High,6,No,36654–63380
Sedan,15,156643,102,1621,29,10.2,11.03,45,39,Worn,High,5,Yes,29780–43284
Sedan,15,141976,92,2871,26,14.3,11.64,44,60,Good,High,7,Yes,27807–39191
Sedan,2,102107,101,2782,22,16.3,12.79,39,40,Good,Medium,8,Yes,53409–63231
Truck,10,67100,103,2647,30,11.5,12.29,36,42,Moderate,Medium,5,No,55598–63384
Truck,11,27328,86,2925,36,14.5,11.47,40,101,Worn,High,4,Yes,31857–47457
Truck,6,178355,95,1724,27,12.8,12.43,30,71,Good,Low,3,No,74506–77202
Truck,9,38099,86,1933,44,9.2,12.13,37,46,Moderate,Low,2,No,50231–73471
Truck,6,137596,94,1711,26,9.5,11.78,32,70,Worn,Medium,11,No,40581–63547
SUV,8,175137,98,2086,48,13.4,12.05,36,104,Good,Low,2,No,68602–78766
Hatchback,15,140530,88,1728,50,12.2,11.12,44,91,Worn,High,5,No,31867–57131
Sedan,15,169528,93,2916,24,14.4,12.58,38,43,Worn,Low,12,No,43741–55657
Truck,5,113745,100,1722,40,9.6,11.97,40,43,Critical,Medium,6,No,56923–58949
Hatchback,12,165102,91,1991,24,11.8,12.47,30,54,Critical,Low,6,Yes,54933–72701
Hatchback,1,64103,102,1912,20,8.3,12.59,30,59,Worn,Medium,2,No,61268–66280
Sedan,5,126557,108,1565,24,11.0,12.51,35,68,Critical,High,4,Yes,49537–54475
Sedan,13,97728,101,1947,28,11.3,11.7,31,70,Moderate,Low,4,No,61933–66513
Sedan,9,191581,108,2898,22,11.3,12.11,37,74,Moderate,Medium,12,Yes,42505–56977
SUV,13,86083,101,1693,24,19.7,11.89,39,101,Moderate,Low,12,Yes,43599–65567
SUV,15,97003,88,1905,38,16.0,11.49,45,51,Worn,High,6,Yes,23382–41722
Sedan,7,11637,88,1547,39,19.8,12.74,35,31,Critical,Low,12,No,59078–74530
SUV,10,34444,104,2823,45,10.4,12.85,44,99,Good,High,11,No,32515–57471
