Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Sedan,11,154392,93,2433,45,18.5,11.07,31,49,Worn,Low,12,No,"35,001–60,000"
Sedan,7,22069,98,1518,37,6.4,12.22,38,96,Moderate,Medium,11,No,"35,001–60,000"
Truck,13,193361,96,2554,39,7.0,11.38,45,70,Good,Low,7,Yes,"35,001–60,000"
SUV,9,40509,88,1786,27,17.8,11.85,34,30,Moderate,High,10,No,"15,001–35,000"
Hatchback,7,166151,98,2080,22,19.2,11.45,34,74,Critical,High,7,Yes,"5,001–15,000"
Sedan,15,101698,107,2185,47,7.3,12.28,39,60,Good,High,8,No,"5,001–15,000"
Hatchback,14,47076,89,3000,32,12.2,11.15,38,85,Worn,High,6,Yes,"15,001–35,000"
Hatchback,8,95896,90,2649,50,5.8,12.52,41,85,Good,High,7,Yes,"35,001–60,000"
Sedan,14,58158,97,2095,42,7.5,12.75,31,72,Critical,High,8,Yes,"15,001–35,000"
Truck,5,147075,93,1513,26,18.8,12.78,30,72,Critical,Low,6,Yes,"5,001–15,000"
Truck,3,199342,92,2627,40,16.5,11.32,41,78,Critical,Low,6,No,"35,001–60,000"
SUV,4,186085,97,1837,30,6.6,11.01,30,36,Worn,Low,7,No,"60,001+"
Truck,3,187721,103,2555,29,18.7,12.14,30,86,Critical,High,3,Yes,"0–5,000"
SUV,8,172854,86,2854,35,11.4,11.68,36,85,Good,Medium,10,Yes,"35,001–60,000"
Truck,15,83803,86,2258,33,11.2,12.99,34,107,Critical,Medium,11,Yes,"35,001–60,000"
Sedan,4,162564,85,2877,34,15.4,11.64,38,54,Worn,Medium,12,Yes,"60,001+"
Truck,6,146259,98,2828,39,11.8,11.21,38,55,Worn,Medium,10,Yes,"60,001+"
Hatchback,9,192546,103,2758,28,18.6,11.34,33,57,Critical,Medium,2,No,"0–5,000"
SUV,15,133114,103,1675,21,9.7,11.15,33,45,Worn,Medium,10,Yes,"0–5,000"
SUV,11,144501,85,2432,42,7.8,12.91,44,83,Good,Low,9,No,"35,001–60,000"
Truck,13,124021,92,2346,28,16.5,12.75,38,74,Moderate,High,4,Yes,"5,001–15,000"
SUV,6,88065,96,2466,42,12.0,12.36,45,108,Good,Medium,8,No,"60,001+"
Hatchback,1,129384,94,2045,48,11.7,11.99,38,32,Critical,Medium,1,Yes,"35,001–60,000"
Sedan,4,138807,89,1518,28,11.6,11.77,32,32,Good,Medium,5,No,"15,001–35,000"
SUV,9,156101,99,2894,30,16.7,12.73,32,41,Worn,High,2,No,"35,001–60,000"
SUV,1,62277,95,2378,22,18.9,11.91,35,33,Worn,Medium,1,No,"60,001+"
Sedan,3,75923,85,2082,45,16.5,11.53,38,34,Moderate,Low,12,No,"60,001+"
Hatchback,1,190036,103,2042,21,19.3,12.71,34,78,Good,High,10,No,"5,001–15,000"
Truck,11,164533,90,1699,31,15.7,12.26,45,98,Good,Medium,5,Yes,"60,001+"
Truck,2,94138,109,2073,32,10.8,11.64,44,102,Good,Medium,11,No,"15,001–35,000"
Hatchback,6,32949,87,2729,27,18.8,11.13,35,59,Worn,High,6,Yes,"15,001–35,000"
Hatchback,8,185128,96,2127,45,17.1,12.67,41,95,Good,Low,5,Yes,"60,001+"
Hatchback,13,188234,91,2431,48,8.3,11.31,40,42,Moderate,High,8,Yes,"35,001–60,000"
Truck,10,144499,100,2593,46,17.4,12.05,32,84,Critical,Low,2,Yes,"35,001–60,000"
Truck,13,52687,97,2564,28,9.7,11.42,30,78,Moderate,High,6,Yes,"15,001–35,000"
Truck,1,187746,110,1975,25,13.5,11.33,32,71,Critical,High,11,Yes,"0–5,000"
Truck,12,53021,96,2081,26,18.5,12.91,32,106,Moderate,High,12,Yes,"15,001–35,000"
SUV,10,38747,95,2708,25,8.2,12.78,40,104,Moderate,Low,9,Yes,"15,001–35,000"
Sedan,12,74072,95,2680,37,8.5,12.56,30,69,Good,Low,10,Yes,"35,001–60,000"
Truck,7,113370,92,2299,34,5.5,11.14,34,54,Worn,High,10,Yes,"35,001–60,000"
Sedan,8,154225,90,1801,27,13.9,11.21,37,84,Worn,Medium,6,No,"35,001–60,000"
Sedan,14,173186,86,2405,21,8.4,12.22,33,89,Good,Low,4,No,"15,001–35,000"
Sedan,9,16780,94,2376,26,11.9,11.3,32,39,Moderate,High,10,No,"15,001–35,000"
Truck,11,22606,94,1797,44,15.6,12.38,45,64,Good,Low,9,No,"35,001–60,000"
Hatchback,5,84484,97,2449,41,13.0,11.91,35,101,Worn,Low,4,No,"60,001+"
Sedan,3,14445,99,2751,38,16.9,11.97,40,76,Good,High,9,Yes,"15,001–35,000"
SUV,6,187410,85,2282,32,19.1,11.71,45,56,Good,Low,3,Yes,"60,001+"
Sedan,15,14000,95,2003,30,7.7,11.41,41,94,Moderate,Medium,5,No,"60,001+"
Hatchback,4,181034,86,2968,26,19.0,12.07,43,87,Moderate,Medium,6,No,"35,001–60,000"
Sedan,5,42526,102,1662,23,16.2,12.33,42,74,Worn,Medium,2,Yes,"35,001–60,000"
Sedan,12,35736,108,2384,30,17.6,12.12,44,108,Moderate,Low,12,No,"35,001–60,000"
SUV,5,38254,108,2375,49,12.6,12.71,43,65,Critical,Medium,10,No,"15,001–35,000"
Sedan,6,45219,87,2403,32,19.4,12.13,35,33,Worn,High,10,No,"35,001–60,000"
SUV,1,37852,104,1896,36,17.3,12.55,42,69,Worn,High,5,No,"15,001–35,000"
Truck,1,76976,88,2361,37,13.7,11.13,31,95,Critical,High,11,No,"5,001–15,000"
SUV,10,69646,91,2347,24,10.4,12.46,39,59,Critical,High,6,Yes,"5,001–15,000"
SUV,15,104567,86,2510,41,11.5,12.39,42,44,Moderate,Low,4,Yes,"35,001–60,000"
Hatchback,9,186397,107,2963,38,5.7,11.29,39,103,Worn,Medium,5,No,"15,001–35,000"
SUV,8,20845,85,2585,46,17.6,12.71,43,71,Good,Medium,12,No,"60,001+"
Truck,12,65104,92,2195,23,16.7,11.01,31,45,Worn,Low,4,No,"35,001–60,000"
SUV,9,30515,106,1708,49,5.9,12.7,31,99,Critical,Medium,6,No,"35,001–60,000"
Hatchback,13,113050,105,1619,43,9.7,11.47,38,63,Moderate,High,7,No,"5,001–15,000"
SUV,7,153199,100,2180,41,19.8,11.68,36,67,Critical,Medium,5,Yes,"35,001–60,000"
Hatchback,3,11617,89,1947,25,7.6,11.1,34,87,Moderate,Low,10,Yes,"35,001–60,000"
Sedan,1,87132,94,2879,50,17.6,11.72,37,40,Moderate,Low,2,No,"60,001+"
Hatchback,6,118594,109,2289,45,19.1,11.82,30,53,Critical,High,6,Yes,"5,001–15,000"
Sedan,8,185431,90,2040,27,13.8,12.52,42,40,Moderate,Low,12,No,"35,001–60,000"
Truck,15,147246,88,2046,50,19.5,12.92,41,71,Critical,Low,12,No,"15,001–35,000"
Sedan,10,33201,94,2345,31,13.3,11.39,31,67,Worn,High,2,No,"35,001–60,000"
SUV,2,185801,95,2743,40,15.0,11.66,45,57,Worn,Medium,4,Yes,"60,001+"
Hatchback,5,124831,89,2857,39,15.3,11.77,37,51,Critical,Low,3,No,"35,001–60,000"
Hatchback,1,91985,90,2327,26,18.7,11.2,37,101,Good,Low,9,Yes,"35,001–60,000"
Sedan,2,9258,99,2143,20,7.9,12.2,32,95,Good,Medium,5,No,"60,001+"
Truck,11,60176,103,1930,26,7.7,11.99,36,51,Worn,Medium,11,Yes,"5,001–15,000"
Truck,3,106664,97,2556,45,11.3,12.1,33,66,Critical,High,11,No,"15,001–35,000"
SUV,11,112004,86,2168,32,9.1,12.56,34,53,Critical,Low,11,Yes,"15,001–35,000"
Sedan,2,108558,96,2279,27,17.5,11.88,35,93,Good,Low,8,No,"35,001–60,000"
SUV,2,71214,96,2431,46,15.2,11.63,45,105,Moderate,High,9,No,"15,001–35,000"
Hatchback,1,148869,103,2921,46,15.9,11.76,35,78,Critical,Medium,2,Yes,"15,001–35,000"
Sedan,7,196950,86,1639,44,6.1,12.45,36,78,Good,High,4,Yes,"35,001–60,000"
Truck,3,62499,95,1714,29,10.5,12.01,33,49,Worn,High,3,No,"15,001–35,000"
SUV,14,45457,95,2973,48,11.2,11.16,32,39,Critical,Medium,2,Yes,"15,001–35,000"
Sedan,13,28110,90,2246,38,18.5,12.87,45,60,Critical,Medium,6,No,"15,001–35,000"
Sedan,14,83840,87,1735,23,19.8,12.16,32,103,Worn,Medium,5,Yes,"35,001–60,000"
SUV,7,112785,87,2578,20,18.3,12.23,36,97,Critical,Low,2,No,"35,001–60,000"
Hatchback,10,16625,101,1521,48,8.2,11.05,36,60,Good,Medium,4,No,"60,001+"
SUV,14,31550,110,2543,26,13.0,12.91,35,102,Critical,High,11,No,"0–5,000"
Sedan,3,40570,106,2619,31,11.5,12.04,31,62,Worn,Medium,9,No,"35,001–60,000"
Hatchback,15,196290,89,2519,42,17.8,11.71,35,106,Critical,Low,9,No,"15,001–35,000"
Hatchback,3,52199,91,2150,23,9.6,11.89,45,64,Moderate,Medium,6,Yes,"35,001–60,000"
Sedan,15,59784,90,1590,50,16.8,11.45,34,53,Critical,Medium,8,No,"35,001–60,000"
Truck,14,67150,88,1544,28,9.2,11.08,38,102,Critical,Medium,11,No,"15,001–35,000"
SUV,7,67273,89,2735,49,15.5,11.63,42,83,Critical,Low,4,No,"60,001+"
SUV,12,189603,110,2151,36,11.8,11.77,45,99,Worn,Medium,12,No,"15,001–35,000"
Truck,3,131924,86,1802,37,10.8,11.07,30,61,Critical,Medium,8,No,"15,001–35,000"
Truck,10,155967,97,1600,38,13.4,11.75,35,99,Moderate,Low,1,Yes,"60,001+"
SUV,8,139577,88,1737,46,17.0,11.73,38,91,Worn,Medium,4,Yes,"60,001+"
SUV,3,159444,100,1760,43,5.2,11.21,38,47,Worn,High,11,No,"35,001–60,000"
Truck,7,13001,96,2962,49,5.7,12.25,30,60,Critical,Medium,4,No,"35,001–60,000"
Truck,6,87811,97,2641,23,11.5,12.79,41,56,Good,Medium,2,Yes,"60,001+"
Sedan,15,162204,101,2043,29,5.0,12.65,44,50,Worn,Low,10,Yes,"0–5,000"
Sedan,3,125724,99,1695,24,10.5,11.5,31,75,Good,Medium,12,No,"15,001–35,000"
Sedan,3,133497,90,2525,26,8.3,11.59,44,30,Worn,High,11,No,"5,001–15,000"
Sedan,9,125939,108,2317,32,15.1,11.69,44,82,Moderate,Low,7,No,"35,001–60,000"
Hatchback,10,77529,86,2872,27,10.9,11.97,45,43,Moderate,High,12,Yes,"15,001–35,000"
Truck,15,147541,105,1977,37,12.3,12.37,36,80,Critical,Medium,6,Yes,"5,001–15,000"
Truck,7,98358,110,2256,39,9.7,12.47,40,74,Worn,Medium,10,No,"15,001–35,000"
Sedan,5,36009,91,2101,39,8.4,11.35,44,86,Worn,Medium,6,No,"60,001+"
Truck,15,185879,105,1990,49,7.0,11.49,42,79,Good,High,1,No,"5,001–15,000"
Hatchback,15,135178,98,2670,24,11.1,11.39,42,68,Worn,Medium,8,No,"15,001–35,000"
Hatchback,14,138399,94,1899,50,6.2,11.97,39,102,Critical,Medium,10,No,"15,001–35,000"
Sedan,4,61606,90,2156,35,17.1,12.07,38,73,Moderate,High,10,Yes,"35,001–60,000"
SUV,13,88439,97,2585,26,10.9,12.42,35,106,Critical,High,2,No,"0–5,000"
Hatchback,5,189706,86,2664,39,5.8,12.58,38,84,Worn,Medium,3,Yes,"60,001+"
Sedan,10,42743,98,1518,49,5.1,12.9,43,33,Moderate,Medium,3,Yes,"60,001+"
Hatchback,5,92971,101,2186,41,14.9,12.03,35,58,Moderate,High,1,Yes,"15,001–35,000"
Truck,11,98186,90,2147,35,13.5,12.41,31,55,Worn,High,8,Yes,"15,001–35,000"
Hatchback,2,98711,90,2198,45,7.3,11.74,45,57,Critical,High,8,Yes,"35,001–60,000"
Sedan,4,92517,89,1770,47,19.7,11.08,34,48,Good,High,8,No,"35,001–60,000"
Hatchback,8,75982,95,2160,39,6.3,11.4,44,53,Moderate,High,2,No,"35,001–60,000"
Truck,15,13756,90,2746,47,11.8,11.51,36,64,Worn,Low,1,No,"35,001–60,000"
Truck,15,130124,92,2686,40,6.3,13.0,33,109,Good,Medium,8,Yes,"35,001–60,000"
Hatchback,7,14463,103,2477,41,12.8,11.6,35,36,Critical,Medium,3,Yes,"35,001–60,000"
SUV,14,177084,96,1934,21,16.5,11.92,32,93,Worn,Low,10,No,"15,001–35,000"
Sedan,5,173389,87,1692,41,15.5,11.85,45,58,Critical,Medium,7,No,"35,001–60,000"
Truck,8,139425,107,1567,38,17.2,11.75,35,110,Moderate,Medium,11,No,"15,001–35,000"
Sedan,5,5015,97,2563,40,5.4,12.84,33,109,Good,High,11,No,"35,001–60,000"
SUV,2,158361,92,2585,24,6.8,11.82,38,31,Moderate,Low,7,No,"35,001–60,000"
SUV,9,60851,89,2873,41,16.4,12.73,37,42,Critical,Low,2,No,"35,001–60,000"
SUV,4,126442,96,2441,25,18.9,11.97,33,61,Critical,Low,7,No,"15,001–35,000"
Truck,8,108357,88,2664,44,6.9,12.27,40,52,Moderate,High,2,No,"35,001–60,000"
Truck,1,44853,100,2585,34,13.3,11.84,39,92,Worn,High,6,No,"35,001–60,000"
Sedan,6,83300,92,1572,46,15.2,11.01,35,52,Worn,Medium,6,Yes,"60,001+"
SUV,4,165582,110,2351,22,12.5,11.96,33,91,Moderate,Medium,4,No,"15,001–35,000"
Sedan,14,86425,85,1666,37,10.2,11.56,30,35,Good,Medium,4,Yes,"35,001–60,000"
SUV,5,48392,89,2709,34,9.0,12.04,41,102,Worn,Low,1,No,"60,001+"
Sedan,11,31644,96,1630,29,10.2,11.04,35,99,Worn,Medium,12,No,"35,001–60,000"
Sedan,3,109079,87,1590,43,19.8,12.37,33,106,Critical,Low,4,Yes,"35,001–60,000"
SUV,8,25116,97,2716,49,13.1,11.89,42,84,Moderate,Medium,6,Yes,"60,001+"
Hatchback,15,197798,102,1966,29,11.4,12.33,38,59,Critical,Medium,4,No,"5,001–15,000"
Truck,7,192323,108,2285,50,12.8,11.17,35,73,Critical,Low,4,No,"15,001–35,000"
Sedan,13,176247,101,2419,26,13.3,11.63,37,96,Good,Low,8,Yes,"15,001–35,000"
Truck,7,128207,110,1847,35,6.8,12.57,42,83,Moderate,High,10,No,"5,001–15,000"
Truck,4,17092,98,1800,40,9.8,11.97,38,33,Critical,Medium,1,Yes,"35,001–60,000"
Hatchback,8,48850,88,2059,45,9.2,12.68,30,90,Good,Medium,2,Yes,"60,001+"
Sedan,10,133127,87,2244,21,17.1,12.52,36,50,Good,High,6,No,"15,001–35,000"
SUV,2,14507,94,2810,20,16.0,11.35,39,74,Critical,High,4,No,"5,001–15,000"
SUV,13,93710,109,1863,20,16.4,12.24,35,49,Worn,Low,10,No,"5,001–15,000"
SUV,3,124834,87,1777,22,7.9,12.59,45,46,Good,High,9,Yes,"5,001–15,000"
Truck,3,61250,91,2067,36,17.4,11.74,38,75,Good,High,11,No,"15,001–35,000"
SUV,6,56129,108,2125,40,18.7,12.31,39,82,Critical,High,3,Yes,"5,001–15,000"
Sedan,8,162533,100,2990,24,9.8,12.34,39,80,Moderate,High,12,No,"15,001–35,000"
Hatchback,3,158582,99,2517,44,19.3,12.76,41,63,Moderate,Medium,9,No,"35,001–60,000"
SUV,2,60885,109,2668,30,18.9,12.86,39,95,Moderate,High,5,No,"15,001–35,000"
Sedan,3,69514,86,1826,43,18.5,12.72,35,57,Critical,Medium,9,Yes,"15,001–35,000"
Sedan,10,166707,89,1617,30,11.2,12.17,41,47,Good,High,5,Yes,"35,001–60,000"
Truck,2,55420,109,2648,48,18.6,11.49,40,102,Critical,Low,12,Yes,"15,001–35,000"
Truck,15,51294,92,1576,48,8.2,11.81,32,75,Moderate,Medium,8,No,"60,001+"
Sedan,2,176457,108,2071,41,19.1,11.01,39,50,Critical,Medium,6,No,"5,001–15,000"
SUV,14,156135,89,1782,24,8.5,11.34,41,56,Critical,High,8,No,"5,001–15,000"
SUV,14,99913,95,2074,25,10.7,12.13,34,95,Critical,Low,1,No,"15,001–35,000"
SUV,6,33930,85,1554,33,5.2,11.92,39,42,Moderate,Medium,10,Yes,"35,001–60,000"
SUV,2,162877,92,2191,29,15.1,11.17,44,92,Critical,High,12,Yes,"0–5,000"
SUV,6,47546,88,2774,40,8.2,12.52,36,90,Good,Low,4,Yes,"60,001+"
Hatchback,5,128546,88,2926,40,11.8,12.44,40,84,Moderate,High,3,No,"15,001–35,000"
Sedan,14,117807,95,2605,33,15.3,11.53,36,61,Good,High,3,No,"35,001–60,000"
Sedan,6,78221,98,1879,23,10.2,12.94,30,79,Moderate,Medium,9,Yes,"35,001–60,000"
Truck,14,47672,97,1890,30,10.6,11.88,42,38,Critical,Medium,9,No,"35,001–60,000"
SUV,7,189068,97,1752,37,12.5,12.19,37,70,Good,Medium,11,Yes,"35,001–60,000"
Sedan,15,92777,109,1909,25,12.0,12.33,32,79,Moderate,Medium,4,No,"15,001–35,000"
Hatchback,9,10867,102,1575,33,19.3,11.32,42,41,Worn,Medium,6,Yes,"35,001–60,000"
Sedan,12,102522,103,1693,28,6.7,11.43,30,56,Critical,Medium,4,No,"5,001–15,000"
Sedan,11,143707,94,1513,21,18.6,12.72,34,96,Worn,Low,12,Yes,"15,001–35,000"
Sedan,13,106124,107,2956,37,16.3,11.03,43,32,Worn,High,12,Yes,"5,001–15,000"
Sedan,7,44785,104,2895,39,8.2,11.05,41,93,Moderate,Low,4,Yes,"35,001–60,000"
SUV,6,75700,90,2426,25,15.3,12.83,30,36,Worn,High,5,Yes,"35,001–60,000"
Hatchback,15,188461,97,2529,29,11.9,12.29,39,42,Critical,High,4,No,"0–5,000"
Hatchback,10,104103,105,2969,50,17.2,12.55,44,64,Critical,Low,5,Yes,"15,001–35,000"
Hatchback,11,14813,107,2958,25,16.1,12.23,44,68,Critical,High,1,Yes,"0–5,000"
SUV,11,104765,96,1695,47,10.2,12.39,31,66,Critical,High,2,Yes,"5,001–15,000"
Hatchback,1,84779,109,1945,41,9.0,12.17,35,104,Moderate,High,6,Yes,"35,001–60,000"
Truck,3,77874,101,2518,29,18.5,12.71,37,85,Worn,Low,9,Yes,"15,001–35,000"
Truck,9,155986,92,1884,20,10.8,12.03,30,101,Moderate,High,3,Yes,"5,001–15,000"
Sedan,15,17770,101,2260,29,14.2,12.46,41,87,Critical,Low,7,Yes,"5,001–15,000"
Sedan,6,31250,90,2367,40,10.6,12.43,30,100,Critical,Low,6,Yes,"35,001–60,000"
Truck,11,95856,92,1604,47,8.3,12.29,35,73,Critical,Medium,9,Yes,"15,001–35,000"
SUV,4,133907,86,2456,24,7.0,11.04,40,94,Worn,High,4,Yes,"15,001–35,000"
Truck,9,71732,109,2711,21,11.4,11.88,30,88,Worn,High,6,Yes,"5,001–15,000"
Sedan,7,165892,104,1549,35,14.6,11.36,32,79,Good,Medium,4,Yes,"15,001–35,000"
Sedan,4,118758,94,2518,24,7.0,12.2,42,52,Moderate,Medium,5,No,"60,001+"
Sedan,7,56323,95,2847,22,6.4,12.73,44,110,Good,Low,4,No,"35,001–60,000"
Truck,14,28705,92,1637,47,14.7,12.69,40,98,Worn,Low,3,Yes,"60,001+"
Hatchback,4,186945,85,2058,22,14.1,12.92,33,61,Critical,High,10,Yes,"0–5,000"
Hatchback,15,192984,102,1747,37,6.6,11.43,38,77,Good,High,12,Yes,"5,001–15,000"
Sedan,2,92231,88,2660,20,19.4,11.08,33,46,Good,High,10,No,"15,001–35,000"
SUV,13,159301,88,1579,35,10.6,12.98,32,40,Critical,High,5,Yes,"5,001–15,000"
Hatchback,5,80389,108,1826,28,15.8,11.24,36,105,Good,Low,5,Yes,"15,001–35,000"
SUV,10,135426,94,2219,45,5.1,11.3,32,36,Moderate,High,1,Yes,"35,001–60,000"
SUV,2,160161,101,2562,47,15.6,12.13,37,55,Critical,Low,2,No,"15,001–35,000"
Sedan,11,48800,85,2466,37,8.3,12.23,36,93,Worn,Low,2,No,"60,001+"
SUV,4,102793,89,2418,32,12.5,12.52,45,79,Good,Medium,9,Yes,"60,001+"
Sedan,7,51131,103,2265,30,8.9,11.69,40,51,Moderate,High,6,No,"35,001–60,000"
Hatchback,8,115461,105,1537,48,12.4,12.43,30,110,Good,Low,8,Yes,"35,001–60,000"
Sedan,7,98556,100,2020,39,17.7,12.49,44,79,Critical,High,12,No,"5,001–15,000"
Sedan,6,13127,87,1518,20,14.3,11.02,33,74,Moderate,Medium,3,Yes,"35,001–60,000"
SUV,12,32973,105,2017,37,17.1,11.79,37,95,Good,Medium,9,No,"15,001–35,000"
Hatchback,3,59239,101,2965,36,15.0,11.68,45,59,Moderate,Medium,12,No,"15,001–35,000"
Sedan,13,25710,100,2190,48,14.0,12.13,38,97,Worn,Low,12,Yes,"35,001–60,000"
SUV,15,31847,97,2895,48,16.4,12.87,42,68,Moderate,High,5,Yes,"35,001–60,000"
Hatchback,11,145898,93,1817,39,5.7,11.79,39,67,Critical,Medium,2,Yes,"15,001–35,000"
Truck,4,62686,85,2382,34,6.0,11.13,30,92,Moderate,Low,5,No,"60,001+"
Truck,2,152548,107,2637,36,11.3,12.9,38,31,Moderate,Medium,11,Yes,"15,001–35,000"
Hatchback,8,176779,101,2886,46,6.6,13.0,39,104,Good,Medium,1,No,"35,001–60,000"
Truck,13,24395,93,2377,42,14.3,12.74,39,73,Good,High,9,No,"15,001–35,000"
Hatchback,6,51904,93,2161,23,19.3,11.77,32,87,Moderate,High,3,Yes,"35,001–60,000"
Hatchback,6,40557,94,2290,23,17.8,11.26,33,52,Moderate,Low,12,Yes,"35,001–60,000"
Hatchback,5,116997,102,2375,42,9.8,11.55,30,91,Worn,Low,7,No,"35,001–60,000"
Sedan,7,168741,91,2310,27,7.2,12.78,42,35,Moderate,Medium,3,No,"35,001–60,000"
Sedan,2,128729,105,2110,20,13.3,12.01,38,88,Good,Medium,10,Yes,"5,001–15,000"
SUV,2,180882,92,2478,27,8.7,11.19,32,110,Worn,Medium,12,No,"15,001–35,000"
Hatchback,10,162502,107,2300,47,7.0,11.34,32,72,Moderate,Low,3,Yes,"35,001–60,000"
SUV,15,176883,97,2754,42,14.5,11.66,36,36,Worn,Medium,3,No,"35,001–60,000"
Truck,8,146425,87,1965,46,17.1,11.51,45,76,Worn,High,10,No,"15,001–35,000"
Truck,13,74389,93,2469,47,12.3,12.4,41,105,Critical,Medium,9,No,"15,001–35,000"
Sedan,7,166871,100,2297,26,18.6,12.7,42,44,Good,High,4,Yes,"15,001–35,000"
SUV,4,177432,91,1792,30,11.7,12.17,42,101,Moderate,Medium,4,No,"60,001+"
Truck,14,41147,93,2121,21,11.8,11.43,37,109,Critical,Medium,4,Yes,"15,001–35,000"
Truck,14,152026,88,1531,46,8.5,12.59,39,32,Worn,High,3,Yes,"35,001–60,000"
Sedan,6,182710,99,2990,26,15.0,11.81,38,65,Critical,Medium,1,No,"15,001–35,000"
Truck,5,169129,93,1542,25,12.7,11.37,40,45,Worn,High,3,Yes,"15,001–35,000"
Hatchback,6,66505,91,2062,29,15.0,11.67,40,67,Critical,High,12,No,"5,001–15,000"
Sedan,10,55748,96,2489,22,16.9,11.85,38,49,Good,Low,3,No,"35,001–60,000"
Truck,12,192365,109,2571,20,17.2,12.39,45,69,Critical,High,6,Yes,"0–5,000"
SUV,8,78084,92,1843,26,17.6,11.6,45,47,Moderate,High,5,No,"15,001–35,000"
SUV,5,119353,87,2774,48,9.3,12.56,41,55,Moderate,Low,3,Yes,"60,001+"
Truck,14,183511,104,1671,27,11.9,11.15,33,52,Good,Low,9,Yes,"0–5,000"
Hatchback,3,110256,91,2013,34,10.6,12.34,38,41,Moderate,Medium,1,Yes,"60,001+"
Truck,13,81732,86,2057,39,13.2,11.05,31,84,Critical,High,9,No,"5,001–15,000"
SUV,13,164440,96,2025,47,17.3,12.42,43,31,Worn,Medium,4,Yes,"60,001+"
SUV,4,109902,97,2866,45,6.0,12.0,39,31,Good,High,2,No,"35,001–60,000"
Hatchback,15,123436,93,1887,25,19.2,11.87,45,40,Moderate,High,4,Yes,"5,001–15,000"
Sedan,7,144433,88,2734,23,17.0,11.93,40,65,Worn,Low,10,Yes,"15,001–35,000"
SUV,5,60387,96,2418,48,7.4,11.71,30,109,Good,Low,6,Yes,"60,001+"
Sedan,12,69207,87,2641,44,18.1,11.19,30,49,Good,High,9,No,"15,001–35,000"
Truck,7,10150,97,2999,48,13.9,12.1,34,96,Good,High,10,No,"35,001–60,000"
Sedan,5,81042,94,2620,29,18.6,11.2,31,43,Moderate,Low,10,Yes,"35,001–60,000"
Hatchback,6,12923,88,1822,45,19.0,11.13,45,36,Moderate,Low,6,No,"60,001+"
SUV,12,28095,91,1881,33,18.4,11.87,36,110,Moderate,Low,6,Yes,"60,001+"
Hatchback,4,6834,103,2204,33,19.1,12.65,43,69,Good,Low,1,No,"35,001–60,000"
Truck,4,183455,89,2379,27,8.4,12.77,39,88,Good,Medium,12,No,"15,001–35,000"
SUV,4,48056,98,1833,35,6.2,11.44,33,34,Good,Medium,12,No,"60,001+"
Sedan,6,186143,100,2625,41,15.0,12.53,44,90,Moderate,High,11,Yes,"15,001–35,000"
Hatchback,14,115109,110,2092,40,17.7,11.51,30,90,Critical,High,4,Yes,"0–5,000"
SUV,6,141576,89,2719,49,17.3,11.86,45,50,Critical,Low,6,No,"35,001–60,000"
Truck,9,172555,108,2760,42,9.9,12.01,41,60,Critical,Medium,3,Yes,"15,001–35,000"
Truck,14,192904,85,1562,28,13.6,12.34,41,33,Worn,Low,6,Yes,"35,001–60,000"
Hatchback,4,141238,91,2491,40,6.9,11.12,34,74,Good,Low,1,Yes,"35,001–60,000"
Truck,10,37450,93,2470,46,13.7,11.76,36,72,Moderate,High,7,No,"35,001–60,000"
Truck,2,109040,100,1735,31,14.0,11.59,31,53,Moderate,Medium,9,No,"60,001+"
Truck,8,41797,96,2237,26,7.0,11.65,43,62,Critical,High,1,Yes,"5,001–15,000"
SUV,5,91119,106,2884,22,11.0,11.61,33,44,Worn,Low,8,Yes,"15,001–35,000"
Hatchback,5,18718,92,2363,34,6.8,12.66,44,68,Worn,Low,11,Yes,"60,001+"
Truck,6,66835,107,1979,27,5.7,11.72,42,67,Worn,Low,10,No,"15,001–35,000"
SUV,7,140990,98,1649,24,14.3,12.39,35,90,Critical,High,8,No,"5,001–15,000"
Truck,5,22670,88,1571,25,14.6,12.03,34,74,Critical,Medium,1,Yes,"15,001–35,000"
Hatchback,1,110982,99,1714,41,9.4,12.1,32,90,Moderate,High,12,No,"35,001–60,000"
Sedan,6,123909,104,2079,22,19.7,12.31,31,105,Good,High,11,No,"0–5,000"
Sedan,14,48734,108,2532,21,6.8,11.85,44,38,Moderate,High,8,No,"5,001–15,000"
Sedan,10,41510,103,1976,29,7.2,11.92,33,70,Critical,Medium,9,Yes,"5,001–15,000"
Hatchback,9,99951,102,2977,47,19.7,11.62,32,80,Good,High,9,No,"15,001–35,000"
Hatchback,2,143815,93,2734,44,18.9,12.46,30,39,Worn,Medium,6,No,"60,001+"
Sedan,4,15417,90,2457,42,7.8,11.46,38,47,Good,High,9,Yes,"35,001–60,000"
Sedan,2,47570,101,1867,44,13.6,11.21,39,85,Good,Medium,9,No,"15,001–35,000"
Hatchback,6,166872,90,2710,39,9.3,11.82,32,38,Good,Medium,7,Yes,"60,001+"
Hatchback,10,27671,85,1504,28,13.9,12.98,31,40,Critical,High,11,Yes,"5,001–15,000"
Sedan,4,18344,98,1761,38,19.3,11.08,44,68,Good,Medium,6,Yes,"60,001+"
