Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
SUV,11,79522,102,2190,32,16.4,12.83,33,33,Moderate,High,11,No,25001–50000
Truck,10,90213,92,1886,28,8.7,12.39,36,73,Critical,Medium,8,Yes,50001–80000
SUV,13,115364,89,2486,29,8.4,11.66,35,62,Moderate,Low,1,No,50001–80000
Sedan,5,36496,107,2377,35,7.6,11.22,39,50,Good,High,12,No,25001–50000
SUV,14,145724,89,1999,42,8.3,12.9,31,98,Critical,Medium,11,Yes,25001–50000
Hatchback,13,51545,103,1645,20,5.7,11.16,39,70,Worn,Medium,11,No,25001–50000
Hatchback,7,7812,95,1899,24,12.3,12.52,40,66,Critical,High,5,Yes,25001–50000
Hatchback,10,132390,89,2054,48,14.3,11.15,43,60,Good,High,3,No,50001–80000
SUV,3,195075,103,2764,24,12.8,11.79,39,68,Worn,Low,5,No,50001–80000
SUV,5,139369,100,2237,37,19.2,12.47,44,77,Good,High,11,No,25001–50000
Sedan,8,195160,108,2225,20,17.5,11.13,43,44,Moderate,Low,8,No,50001–80000
SUV,11,123151,106,2692,22,11.1,11.84,41,45,Moderate,Low,6,No,50001–80000
Hatchback,8,89447,103,1844,34,17.3,12.76,35,95,Good,Medium,5,Yes,50001–80000
Hatchback,9,137170,101,2303,27,8.9,11.19,44,110,Moderate,Low,11,Yes,50001–80000
Hatchback,2,175711,86,2176,32,13.0,11.28,35,62,Good,Low,6,No,80001–120000
Truck,2,162050,90,1564,50,18.8,11.5,36,36,Critical,Low,11,No,50001–80000
Hatchback,1,174433,106,2956,26,10.4,11.91,40,40,Critical,Medium,1,Yes,50001–80000
Hatchback,5,149181,104,2464,23,17.0,12.12,30,109,Good,High,11,No,25001–50000
Sedan,12,178150,88,2069,34,18.3,11.42,41,89,Worn,Low,6,No,50001–80000
Hatchback,14,172396,104,1513,27,9.1,12.9,45,58,Critical,Low,3,Yes,50001–80000
Truck,9,158619,108,2747,22,17.6,11.71,32,101,Critical,Low,9,Yes,50001–80000
SUV,13,117140,104,2090,50,8.8,12.44,30,102,Worn,Medium,3,Yes,25001–50000
Hatchback,13,146775,97,2226,30,14.4,12.26,40,52,Good,Medium,8,No,50001–80000
Sedan,7,139455,105,2071,37,14.6,11.63,38,47,Moderate,Low,12,Yes,50001–80000
Sedan,6,166175,104,2384,47,9.4,12.77,36,94,Moderate,Medium,12,No,50001–80000
Sedan,3,15188,100,2663,22,12.4,11.82,31,78,Moderate,High,6,No,50001–80000
SUV,7,33348,94,2580,38,13.1,12.8,43,64,Moderate,High,11,Yes,25001–50000
Truck,11,102431,100,2542,22,6.2,11.58,34,39,Good,High,6,Yes,25001–50000
Hatchback,14,117801,91,1800,21,15.7,11.97,30,98,Critical,Low,2,Yes,50001–80000
Truck,4,112362,95,1909,27,18.5,12.7,40,109,Worn,High,10,Yes,50001–80000
Sedan,4,107854,108,2963,45,6.6,12.77,40,95,Critical,Low,4,Yes,50001–80000
SUV,6,43717,108,1572,27,15.9,12.8,32,77,Worn,Low,3,No,50001–80000
Sedan,4,141938,99,2991,34,6.0,11.76,33,53,Good,Medium,7,No,50001–80000
SUV,7,76159,105,2020,41,7.8,12.45,30,76,Worn,Medium,5,Yes,50001–80000
Sedan,10,18498,93,2834,34,15.3,11.68,31,41,Worn,High,4,Yes,25001–50000
Hatchback,10,34352,109,2509,21,9.3,12.89,39,98,Worn,Medium,5,No,50001–80000
Sedan,1,115048,109,1658,48,18.8,11.77,40,101,Good,Medium,10,Yes,50001–80000
Hatchback,6,102248,98,2636,38,17.2,11.92,40,104,Good,High,3,Yes,50001–80000
SUV,3,125671,105,2541,45,13.9,11.04,45,102,Good,Medium,9,Yes,50001–80000
Sedan,2,34331,109,1921,32,11.0,12.49,44,94,Critical,High,11,No,50001–80000
Sedan,15,133499,103,1888,45,8.2,12.44,40,110,Worn,High,12,No,25001–50000
Truck,4,145487,97,2602,29,6.8,12.6,42,79,Critical,Low,8,Yes,50001–80000
Truck,2,53721,101,2819,31,5.5,12.07,37,103,Critical,Medium,11,Yes,50001–80000
Hatchback,12,154273,85,2188,38,5.5,11.96,39,86,Good,Low,4,Yes,50001–80000
Truck,10,32555,100,2718,34,16.9,11.83,36,52,Critical,Medium,9,No,50001–80000
Hatchback,10,91038,85,2836,40,9.5,11.31,33,78,Good,Low,4,Yes,50001–80000
Sedan,13,172184,99,1522,41,7.0,12.1,42,82,Worn,High,5,Yes,25001–50000
Sedan,13,119798,99,2775,31,16.4,11.78,45,87,Moderate,Low,10,Yes,50001–80000
SUV,6,79286,92,2080,39,10.8,12.29,37,80,Critical,High,12,No,50001–80000
Hatchback,10,6914,99,2426,37,6.9,11.57,32,96,Worn,Low,11,No,50001–80000
Sedan,14,24665,101,2101,35,17.5,12.8,35,87,Moderate,High,6,Yes,25001–50000
Hatchback,12,64522,102,2708,43,13.8,11.19,37,64,Good,Medium,9,No,50001–80000
SUV,8,127975,90,2217,45,15.4,11.49,43,77,Worn,High,9,No,25001–50000
Hatchback,13,111306,102,2595,29,18.8,11.31,43,88,Good,Medium,7,Yes,25001–50000
SUV,11,40922,92,2697,29,9.8,11.83,39,65,Worn,Low,7,No,50001–80000
Hatchback,3,97864,105,2575,28,9.3,12.5,30,31,Good,Medium,10,No,50001–80000
Sedan,13,120744,106,1619,21,10.9,11.24,36,92,Good,Medium,1,Yes,50001–80000
Sedan,11,78773,88,2797,42,13.1,11.84,40,34,Worn,High,9,No,25001–50000
Sedan,4,15127,98,2135,30,19.5,12.32,30,97,Worn,Low,2,Yes,50001–80000
Truck,15,142581,105,2277,33,7.9,11.06,33,55,Good,Low,12,No,25001–50000
Hatchback,12,176901,100,2169,26,11.0,12.64,44,94,Critical,Low,9,No,50001–80000
SUV,15,35882,104,1685,47,13.5,11.29,41,104,Moderate,Low,1,Yes,50001–80000
SUV,1,81919,94,2192,36,10.2,11.81,30,33,Moderate,Low,8,No,50001–80000
Hatchback,10,20697,86,2919,27,10.1,12.74,30,36,Moderate,High,10,Yes,25001–50000
Hatchback,6,8577,86,1780,45,12.9,11.0,33,95,Worn,Low,6,Yes,50001–80000
Truck,11,193273,103,2308,36,15.6,11.67,33,44,Good,Medium,6,No,25001–50000
Hatchback,3,135522,104,2302,43,18.8,12.43,33,35,Moderate,High,2,Yes,50001–80000
SUV,15,182912,98,2724,30,18.2,11.2,41,60,Moderate,Medium,4,Yes,25001–50000
Truck,8,6359,97,1729,20,12.9,12.98,37,58,Good,Low,12,No,50001–80000
Hatchback,2,48781,97,2504,35,7.8,12.99,39,109,Critical,Medium,2,No,50001–80000
Sedan,6,139088,104,2001,31,18.1,12.8,37,72,Worn,High,4,No,25001–50000
Hatchback,6,20037,103,1637,26,10.1,11.37,33,60,Worn,Medium,12,Yes,50001–80000
Hatchback,10,137507,98,1853,34,16.3,12.63,32,72,Worn,Low,9,No,50001–80000
Truck,14,52641,85,2625,20,14.2,12.13,32,54,Worn,Low,1,Yes,50001–80000
Truck,7,166756,106,1568,35,7.0,11.29,42,91,Good,High,8,Yes,25001–50000
Hatchback,5,143183,105,1569,49,7.1,11.61,41,36,Critical,Medium,5,Yes,50001–80000
Truck,8,60861,101,1636,41,9.6,11.31,45,51,Good,Low,7,No,50001–80000
Hatchback,2,22215,108,2902,42,18.9,12.77,40,76,Worn,High,8,No,50001–80000
Sedan,7,125353,110,1828,34,15.9,12.72,39,53,Worn,Low,10,No,50001–80000
Sedan,13,169088,105,2722,35,13.9,12.22,44,49,Worn,Medium,8,Yes,50001–80000
Sedan,1,178648,86,2158,28,14.6,12.06,39,57,Good,High,2,No,50001–80000
SUV,13,95356,86,1918,40,5.6,12.52,31,45,Worn,Low,7,Yes,50001–80000
SUV,3,65584,92,1619,25,9.0,12.35,33,101,Good,Low,10,No,50001–80000
Hatchback,15,191918,86,2049,31,10.7,12.3,45,82,Moderate,Medium,7,No,25001–50000
Hatchback,11,196026,94,1766,42,14.3,12.97,37,52,Critical,Low,3,Yes,50001–80000
SUV,8,141576,101,1901,49,7.4,11.05,33,101,Good,Medium,9,Yes,50001–80000
Sedan,13,108723,96,2016,36,18.8,12.17,45,101,Moderate,Low,12,Yes,50001–80000
Truck,8,93195,106,2692,49,18.9,12.48,38,43,Critical,High,7,Yes,50001–80000
Truck,2,39072,108,2578,34,6.2,12.5,31,47,Critical,Medium,2,No,50001–80000
Hatchback,7,151555,91,2702,20,16.2,11.64,42,58,Moderate,Medium,9,No,50001–80000
SUV,3,58651,89,1877,46,15.7,11.68,45,55,Critical,Medium,12,No,50001–80000
SUV,5,50912,110,1843,28,7.0,11.37,37,59,Worn,Medium,6,No,50001–80000
SUV,1,13143,98,2321,23,15.3,12.04,43,47,Critical,Low,11,No,50001–80000
Sedan,15,104004,104,1510,28,7.0,11.81,43,61,Worn,Medium,8,No,25001–50000
Truck,2,53458,100,1964,41,15.7,12.58,43,68,Good,Low,6,No,80001–120000
SUV,6,148695,108,2921,21,8.9,11.06,41,30,Good,High,9,No,25001–50000
Truck,1,29436,90,2720,38,5.2,11.57,32,32,Critical,High,9,No,50001–80000
Sedan,11,135393,95,1703,25,16.9,11.39,31,92,Moderate,Low,7,Yes,50001–80000
SUV,2,158888,103,2958,47,19.8,12.52,43,89,Good,Medium,9,Yes,50001–80000
Hatchback,11,11678,98,1925,21,10.2,11.68,30,59,Critical,Medium,9,No,25001–50000
Hatchback,11,16687,99,1634,48,11.0,11.49,40,93,Moderate,High,5,Yes,50001–80000
Sedan,10,41111,103,2227,21,10.6,12.53,33,98,Good,High,1,Yes,25001–50000
SUV,12,153125,105,2735,35,10.8,11.8,39,67,Moderate,High,6,No,25001–50000
Truck,12,109957,109,1890,36,7.9,12.35,31,40,Critical,High,11,No,25001–50000
Hatchback,11,64855,108,2715,25,19.2,11.28,37,38,Good,High,12,Yes,25001–50000
SUV,14,102956,106,1709,21,10.9,11.96,32,91,Moderate,Low,8,Yes,50001–80000
Sedan,7,39286,94,2605,37,9.9,11.27,41,86,Critical,Medium,6,Yes,50001–80000
Truck,15,10716,104,2449,39,13.7,11.47,32,46,Critical,High,9,No,25001–50000
Sedan,7,105844,105,2729,49,15.2,12.21,44,47,Critical,Low,3,Yes,50001–80000
Sedan,6,187399,103,1922,43,7.2,11.96,36,45,Worn,High,9,Yes,25001–50000
Hatchback,3,90358,93,2910,37,19.3,11.09,33,78,Moderate,Medium,1,No,50001–80000
Truck,1,90805,101,2770,32,7.5,12.84,34,104,Worn,Low,6,Yes,80001–120000
SUV,4,148881,95,2615,30,15.6,12.59,43,108,Moderate,Low,8,No,50001–80000
SUV,7,85690,100,2800,47,19.8,11.64,39,68,Good,Medium,4,Yes,50001–80000
Hatchback,14,103684,101,1557,45,6.5,11.47,45,90,Moderate,High,5,Yes,25001–50000
SUV,15,182397,105,2443,45,6.2,11.56,41,68,Critical,High,6,No,25001–50000
Hatchback,14,88194,99,2572,39,11.1,11.56,35,81,Worn,High,10,No,25001–50000
Sedan,7,128340,90,2976,42,5.7,12.18,44,61,Moderate,Medium,5,No,50001–80000
Truck,9,106158,91,2399,49,5.7,12.34,38,42,Good,Low,9,No,50001–80000
Hatchback,3,198515,100,1603,22,11.8,12.18,35,108,Good,High,3,Yes,50001–80000
Sedan,15,148095,105,2293,47,7.1,11.71,38,32,Good,Medium,2,No,50001–80000
Hatchback,6,68958,93,2141,29,14.0,11.32,30,106,Moderate,Low,3,Yes,50001–80000
Truck,1,92160,86,2188,20,7.9,11.24,42,34,Moderate,High,10,No,50001–80000
Hatchback,7,139365,101,1515,28,10.4,12.56,39,37,Worn,Medium,4,No,50001–80000
SUV,12,186611,105,1899,50,12.0,12.85,35,31,Good,High,2,Yes,25001–50000
Sedan,6,88529,96,1818,49,14.3,11.89,34,98,Worn,High,12,No,50001–80000
Hatchback,3,184512,94,2455,34,12.1,12.31,43,78,Moderate,Low,1,No,80001–120000
Truck,9,152375,87,2789,49,16.7,11.87,33,67,Good,Medium,9,Yes,50001–80000
Truck,13,174463,107,1873,49,11.4,11.07,33,97,Worn,Low,6,Yes,50001–80000
Hatchback,14,190529,91,2784,44,7.6,11.62,31,71,Good,Medium,5,No,50001–80000
Sedan,14,93858,89,1537,37,5.1,11.3,40,82,Worn,Low,6,Yes,50001–80000
Truck,12,15962,110,1564,32,17.7,11.12,44,96,Worn,High,10,No,25001–50000
Hatchback,13,125780,99,1901,22,15.6,11.42,30,73,Critical,Medium,5,No,25001–50000
Hatchback,4,51731,90,2447,22,9.9,11.79,37,98,Good,Medium,1,Yes,50001–80000
SUV,2,196546,96,2379,26,14.0,12.2,44,96,Moderate,High,6,No,50001–80000
Hatchback,15,114108,88,1796,25,5.3,12.26,37,84,Moderate,Medium,4,Yes,25001–50000
SUV,12,175684,88,2337,25,19.3,12.86,35,64,Good,High,2,Yes,25001–50000
Truck,9,52007,87,1568,29,6.7,11.8,31,54,Worn,Medium,11,Yes,50001–80000
SUV,9,197073,104,2648,22,15.8,11.48,44,50,Good,Low,8,No,50001–80000
Sedan,11,46794,86,1690,36,18.4,12.26,31,31,Critical,Low,8,No,50001–80000
Sedan,2,43439,102,2213,27,16.5,12.91,45,78,Moderate,Low,7,No,80001–120000
Sedan,4,186870,106,1854,46,18.3,12.82,42,55,Good,Medium,11,No,50001–80000
Sedan,7,13851,100,1788,47,12.6,11.48,45,81,Worn,Medium,4,Yes,50001–80000
Hatchback,6,54341,106,1652,37,13.6,11.03,32,105,Critical,Medium,6,Yes,50001–80000
Truck,10,23044,108,1853,33,11.3,11.11,44,59,Critical,Low,3,Yes,50001–80000
Truck,7,145896,92,2261,24,13.6,12.44,36,34,Good,Medium,5,Yes,50001–80000
Truck,6,98397,108,2039,26,10.6,11.35,41,54,Good,Low,11,Yes,50001–80000
SUV,14,109497,93,2264,39,19.3,11.55,36,44,Worn,Low,11,No,50001–80000
Truck,1,111147,88,2248,23,12.5,11.92,44,99,Worn,High,9,No,50001–80000
Sedan,12,132603,109,2323,28,5.6,12.09,43,69,Moderate,Medium,6,No,25001–50000
Hatchback,11,69018,90,1730,35,16.8,12.41,36,81,Critical,Medium,4,No,50001–80000
Sedan,11,58448,98,2065,48,8.3,11.68,30,55,Good,High,10,No,25001–50000
Hatchback,13,127865,105,2228,21,6.5,11.58,41,69,Critical,Low,6,No,50001–80000
SUV,4,164166,87,2413,23,11.5,12.5,42,43,Worn,High,3,No,50001–80000
SUV,6,165763,105,2941,33,15.7,12.07,42,63,Moderate,High,8,Yes,25001–50000
Hatchback,5,99528,108,2470,44,11.6,11.62,36,70,Worn,Low,8,No,50001–80000
SUV,11,38996,104,2438,41,15.8,12.14,31,36,Worn,Low,2,Yes,50001–80000
Truck,3,153919,105,1997,39,14.2,12.19,40,84,Good,High,7,No,50001–80000
SUV,15,132530,87,2546,25,8.0,12.85,37,77,Moderate,Medium,11,No,25001–50000
SUV,2,66072,96,2530,29,10.6,11.22,32,43,Moderate,High,6,No,50001–80000
SUV,3,71427,105,2219,37,12.3,12.95,45,37,Critical,High,4,No,50001–80000
Sedan,15,100803,90,1520,28,15.6,11.07,32,60,Moderate,High,10,No,25001–50000
Sedan,14,182584,108,2412,39,10.3,12.07,45,64,Worn,Low,1,Yes,50001–80000
Truck,11,130727,98,2554,49,6.7,11.0,42,44,Critical,Medium,6,No,50001–80000
Truck,1,113741,103,2444,20,13.0,12.37,44,43,Critical,Low,6,Yes,50001–80000
SUV,4,77817,110,2015,24,19.1,11.8,45,71,Moderate,Medium,4,No,50001–80000
SUV,9,199306,85,1552,24,10.7,11.3,30,50,Worn,Low,7,Yes,50001–80000
Sedan,7,23595,107,2367,32,12.2,12.46,37,54,Moderate,Low,8,No,50001–80000
SUV,6,82921,109,2962,26,17.7,11.39,45,60,Moderate,Low,7,Yes,50001–80000
Hatchback,12,173914,105,1674,36,12.9,12.93,45,33,Worn,Low,10,No,50001–80000
Truck,7,84467,101,1688,30,18.9,12.36,43,51,Good,Low,8,No,50001–80000
Sedan,1,27051,110,1621,43,9.4,11.21,35,92,Good,Medium,10,Yes,50001–80000
Sedan,15,23491,100,2368,25,14.9,12.96,44,104,Critical,Low,1,Yes,50001–80000
Hatchback,15,67305,105,2845,49,6.7,11.73,31,105,Worn,Low,11,Yes,50001–80000
Sedan,9,198006,107,2309,22,15.2,12.83,44,54,Good,Low,2,No,50001–80000
Truck,15,115649,90,2180,27,9.1,11.9,41,79,Moderate,Low,8,Yes,50001–80000
SUV,13,21782,90,2823,22,5.8,11.52,42,109,Worn,High,11,No,25001–50000
SUV,6,123339,101,2543,23,7.4,11.59,41,96,Worn,Low,11,Yes,50001–80000
Sedan,7,23036,105,1869,27,7.0,12.85,33,82,Critical,High,10,No,25001–50000
Hatchback,4,141747,92,2192,35,8.8,12.45,44,67,Moderate,Medium,2,No,50001–80000
Hatchback,3,157614,91,2788,23,11.9,12.86,42,87,Moderate,High,11,Yes,25001–50000
Sedan,11,87796,88,2447,35,16.0,11.74,41,54,Good,Medium,10,No,25001–50000
SUV,14,145262,106,2299,32,11.7,11.38,41,105,Critical,Low,8,No,50001–80000
SUV,4,193237,90,2822,41,17.6,12.66,45,37,Good,High,1,No,50001–80000
Hatchback,8,98030,100,1521,33,6.7,11.6,30,47,Worn,Medium,4,Yes,50001–80000
Truck,12,95792,105,2120,27,10.7,11.4,40,79,Critical,High,9,Yes,25001–50000
Truck,11,15709,98,2331,27,10.6,13.0,44,84,Moderate,Medium,2,Yes,50001–80000
SUV,2,39325,92,2120,26,8.4,12.14,41,87,Worn,Low,8,No,50001–80000
SUV,12,12810,91,2676,42,16.9,12.98,34,40,Moderate,Medium,8,Yes,50001–80000
Truck,12,92329,93,2125,36,6.0,11.28,40,82,Worn,High,2,Yes,25001–50000
SUV,1,46849,100,2047,37,13.0,12.77,41,95,Moderate,Low,6,No,80001–120000
SUV,13,10298,91,2901,29,10.3,11.43,33,34,Worn,High,2,Yes,25001–50000
Hatchback,15,57512,95,2715,46,8.7,11.81,42,98,Good,Low,11,No,50001–80000
Truck,6,165327,86,2330,35,15.3,11.71,45,76,Moderate,Low,10,No,50001–80000
Hatchback,2,85825,109,1625,45,8.6,12.84,42,59,Moderate,Low,6,Yes,50001–80000
Truck,1,186201,94,2985,43,15.4,11.26,34,66,Worn,Medium,11,No,50001–80000
SUV,7,99670,96,2124,31,5.5,11.64,43,34,Moderate,High,3,Yes,50001–80000
Sedan,6,162512,104,2364,32,9.4,11.6,38,37,Worn,Medium,7,No,50001–80000
SUV,6,176014,105,1830,46,13.3,11.1,32,104,Critical,Low,8,Yes,50001–80000
Sedan,13,139153,96,1531,40,13.9,11.87,40,54,Critical,Low,2,No,50001–80000
Truck,15,15851,101,2728,43,19.0,11.86,33,86,Worn,Medium,6,No,50001–80000
Truck,4,150898,96,2949,22,14.7,11.38,30,69,Good,Low,11,Yes,50001–80000
Hatchback,14,78119,97,2830,48,16.2,11.21,33,50,Moderate,Low,9,Yes,50001–80000
Hatchback,4,99172,85,2951,37,15.4,12.83,37,41,Worn,Medium,1,No,50001–80000
Truck,13,100825,85,1989,36,9.6,12.68,38,100,Worn,Low,2,No,50001–80000
Hatchback,3,126028,93,1604,40,16.0,11.0,34,48,Moderate,Medium,3,No,50001–80000
Truck,13,99465,98,1541,35,15.7,11.24,35,83,Good,Medium,3,Yes,50001–80000
SUV,12,14715,100,2815,50,15.8,11.27,33,72,Critical,Medium,6,No,50001–80000
Hatchback,4,198523,98,2960,26,19.6,11.02,30,46,Worn,High,3,No,50001–80000
Hatchback,13,147801,87,2903,36,11.0,11.95,40,33,Moderate,Low,8,Yes,50001–80000
Truck,7,101469,90,1587,35,6.2,11.02,31,110,Good,High,4,No,25001–50000
SUV,12,197819,101,1932,21,11.1,11.76,34,37,Worn,Medium,11,Yes,25001–50000
SUV,5,57880,95,2333,48,13.6,12.8,35,36,Good,Low,5,No,80001–120000
Sedan,3,112146,100,2364,38,12.4,11.37,34,82,Worn,Medium,11,No,50001–80000
SUV,8,31276,106,2123,47,13.8,11.02,31,98,Moderate,Low,11,Yes,50001–80000
SUV,10,149304,88,2402,22,12.0,11.67,32,105,Moderate,Low,11,No,50001–80000
Truck,11,36038,91,2572,24,15.9,11.58,31,56,Worn,High,3,Yes,50001–80000
Hatchback,1,40169,107,1967,39,19.1,11.01,31,104,Good,Low,1,No,80001–120000
SUV,2,171749,109,1937,21,10.8,12.62,36,46,Worn,Low,9,No,50001–80000
SUV,6,76161,93,2012,33,14.2,11.45,34,52,Moderate,Medium,7,Yes,50001–80000
Hatchback,2,30559,109,2828,20,16.8,12.42,38,42,Good,Low,1,Yes,80001–120000
Truck,9,132628,91,2743,41,5.0,11.72,38,90,Moderate,Medium,12,Yes,50001–80000
Hatchback,5,170609,92,1682,30,18.1,11.51,35,37,Moderate,Medium,1,Yes,50001–80000
Truck,14,82091,97,2256,21,17.3,12.94,36,73,Worn,Low,5,No,50001–80000
Hatchback,7,124460,89,2728,43,19.1,11.78,33,35,Good,Low,5,Yes,50001–80000
Hatchback,9,167106,105,2996,37,14.6,12.77,37,70,Critical,Low,5,No,50001–80000
Sedan,2,137980,105,1971,26,11.7,11.23,37,69,Critical,Low,6,No,50001–80000
Truck,14,119940,107,1613,27,10.5,11.13,37,90,Good,Low,2,No,50001–80000
SUV,11,5633,100,2970,20,10.0,12.57,30,36,Critical,Medium,9,Yes,50001–80000
Sedan,5,157014,99,1678,43,12.5,12.51,38,104,Moderate,Low,10,Yes,50001–80000
Sedan,9,71240,100,2755,34,15.3,12.95,38,46,Moderate,High,12,Yes,25001–50000
Hatchback,15,24213,90,1793,29,19.8,11.89,41,96,Worn,Low,4,No,50001–80000
Sedan,3,131130,92,1771,30,10.6,11.27,42,32,Moderate,Medium,10,Yes,50001–80000
Hatchback,7,101949,104,2251,48,7.8,12.96,41,34,Worn,Low,2,No,50001–80000
SUV,5,160515,97,2902,42,14.0,11.24,35,71,Critical,Low,5,No,50001–80000
Truck,7,174008,107,2941,48,7.9,12.54,30,85,Critical,Medium,4,No,50001–80000
Truck,9,166694,100,1631,31,19.4,11.2,31,67,Critical,High,5,Yes,25001–50000
Hatchback,5,176669,87,1985,20,12.2,11.51,34,81,Moderate,Low,1,No,50001–80000
Hatchback,7,68571,96,2771,48,17.1,12.23,45,39,Moderate,Low,10,No,50001–80000
Hatchback,14,88057,108,1658,41,17.6,11.66,39,88,Critical,Medium,4,No,25001–50000
SUV,10,142057,90,2506,22,6.3,11.4,39,38,Moderate,Medium,11,Yes,50001–80000
Truck,13,11269,89,2071,29,13.4,11.12,43,47,Critical,Low,8,Yes,50001–80000
Hatchback,7,60040,107,2376,47,16.9,11.82,30,42,Moderate,Low,1,No,50001–80000
Sedan,13,88964,109,2651,47,9.2,12.99,32,100,Critical,Medium,5,No,25001–50000
SUV,10,92103,102,1699,23,8.0,12.47,40,63,Moderate,Medium,11,No,25001–50000
Sedan,4,143298,100,2989,38,16.2,12.6,36,58,Good,Low,5,Yes,50001–80000
SUV,12,25166,91,2919,38,11.0,11.35,44,87,Critical,Medium,7,No,50001–80000
SUV,9,199668,96,2056,23,16.3,12.55,39,107,Worn,Low,12,Yes,50001–80000
Truck,13,89256,95,2209,32,9.2,11.84,35,61,Worn,High,9,Yes,25001–50000
Truck,11,137724,107,1809,43,9.3,12.5,41,80,Worn,Medium,6,No,25001–50000
Sedan,13,6195,103,2225,33,8.4,12.7,44,104,Worn,High,5,No,25001–50000
Truck,5,49361,87,2463,24,6.2,12.94,30,45,Worn,High,6,No,50001–80000
Truck,12,23380,86,1855,23,15.7,11.51,33,96,Good,High,12,Yes,25001–50000
Sedan,4,161333,100,1671,26,8.2,11.65,41,71,Good,Medium,1,Yes,50001–80000
Sedan,1,190182,93,2656,20,19.2,12.29,30,54,Good,High,12,Yes,25001–50000
Hatchback,1,26165,101,1978,40,17.5,12.55,37,102,Worn,Low,11,No,50001–80000
Truck,4,95432,86,2181,43,15.3,12.68,44,105,Good,Low,3,Yes,80001–120000
Hatchback,9,63261,92,2229,43,19.2,12.98,44,71,Critical,High,2,No,50001–80000
Sedan,8,60824,91,1842,26,9.6,11.7,41,40,Critical,Low,9,No,50001–80000
Sedan,5,17323,96,2028,28,7.1,11.8,36,43,Good,High,12,Yes,50001–80000
Hatchback,7,32328,88,2279,43,19.4,11.28,42,38,Moderate,Low,3,No,50001–80000
Hatchback,5,158541,99,1852,33,12.5,11.94,34,36,Good,Medium,6,No,50001–80000
Truck,3,139915,104,1651,40,15.1,12.27,33,60,Critical,Medium,9,Yes,50001–80000
Sedan,14,33820,110,2697,43,6.8,12.85,37,74,Worn,High,3,Yes,25001–50000
Sedan,7,22269,97,1769,47,13.7,12.24,34,105,Good,High,9,Yes,25001–50000
Sedan,5,87712,105,2903,34,19.3,12.93,40,78,Critical,High,8,No,50001–80000
SUV,1,164035,93,2082,38,15.0,11.63,31,92,Good,Low,10,No,80001–120000
SUV,12,168420,93,2652,36,16.2,12.99,34,60,Critical,Low,1,No,50001–80000
Hatchback,13,104892,88,1863,29,5.6,12.02,34,77,Worn,Low,5,Yes,50001–80000
SUV,14,119549,86,2552,23,16.5,11.21,42,31,Moderate,Low,1,Yes,50001–80000
Hatchback,7,162644,106,2934,49,13.3,12.62,41,49,Worn,High,12,Yes,25001–50000
Sedan,2,165588,102,1925,26,18.5,12.58,42,51,Critical,Low,10,No,50001–80000
SUV,2,45661,108,2946,32,13.4,11.23,31,82,Worn,Low,8,Yes,50001–80000
Sedan,7,136916,96,1610,38,18.4,12.44,32,93,Good,Low,1,Yes,50001–80000
Sedan,5,93362,87,2250,47,14.8,11.63,37,77,Worn,Medium,2,Yes,50001–80000
SUV,9,16792,90,2851,34,16.1,12.15,32,69,Good,Medium,8,Yes,50001–80000
Sedan,12,139370,100,2648,42,6.4,11.63,32,71,Moderate,Low,9,Yes,50001–80000
Sedan,2,124650,86,2070,46,17.3,12.32,45,102,Moderate,High,6,Yes,50001–80000
Truck,8,60401,105,2801,49,14.8,12.77,37,61,Good,High,5,Yes,25001–50000
Sedan,2,134868,103,2427,30,7.8,12.02,30,95,Moderate,Medium,5,Yes,50001–80000
Sedan,9,191183,110,2688,37,16.8,11.74,37,37,Worn,Medium,1,Yes,50001–80000
Hatchback,8,193130,98,2771,45,7.4,11.78,32,92,Moderate,Medium,12,No,50001–80000
Sedan,7,141494,108,1710,27,18.7,12.86,33,48,Good,Low,12,No,50001–80000
Truck,15,99734,95,2488,20,8.8,12.78,35,57,Worn,Low,4,Yes,50001–80000
SUV,10,14382,89,2794,23,14.9,12.43,32,85,Moderate,Low,12,Yes,50001–80000
Sedan,15,129340,86,1973,24,18.5,11.03,42,105,Moderate,High,3,Yes,25001–50000
Truck,15,111037,98,2757,50,8.1,11.93,36,81,Worn,Low,7,Yes,50001–80000
SUV,6,102644,103,2648,48,11.5,11.62,43,75,Moderate,Low,11,No,50001–80000
SUV,1,68758,109,2607,39,11.4,11.37,40,85,Moderate,Low,10,No,50001–80000
Truck,13,63553,97,2587,33,14.6,11.86,45,35,Good,Medium,11,No,50001–80000
Sedan,3,95495,86,2808,23,14.0,11.72,43,80,Worn,Low,4,No,80001–120000
Truck,11,177970,109,1604,48,8.7,11.21,45,108,Good,Medium,2,No,50001–80000
SUV,14,30584,95,2245,41,16.0,12.09,40,100,Good,High,12,No,25001–50000
Truck,2,43948,101,1915,33,15.8,12.05,37,59,Good,Medium,1,No,50001–80000
Hatchback,6,180423,86,1651,22,18.7,11.81,44,97,Critical,High,2,No,50001–80000
Hatchback,12,59629,105,1996,43,15.2,11.79,39,58,Good,Medium,4,No,50001–80000
